,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.13, 17.8  /  15.7  /  4.6 ,49.7%,11.4%,248,0.1%,"28,729",Duelist
1,2,Killjoy,1.0, 14.3  /  14.2  /  4 ,50.2%,10.5%,201,0.2%,"26,453",Sentinel
2,3,Jett,1.09, 17.3  /  15.9  /  3.9 ,49.4%,10.1%,241,0.1%,"25,471",Duelist
3,4,Sage,0.92, 13.6  /  14.8  /  7.2 ,50.6%,8.8%,191,0.1%,"22,189",Sentinel
4,5,Omen,1.0, 15.1  /  15.1  /  7.6 ,49.9%,8.7%,209,0.1%,"21,890",Controller
5,6,Sova,1.03, 14.9  /  14.5  /  5.9 ,50.8%,6.5%,210,0.1%,"16,465",Initiator
6,7,Brimstone,0.97, 14.5  /  14.9  /  8.8 ,51.3%,5.9%,208,0.1%,"14,968",Controller
7,8,Raze,1.04, 16.5  /  15.9  /  5.2 ,49.4%,5.8%,241,0.1%,"14,757",Duelist
8,9,Gekko,0.94, 14.2  /  15.1  /  5.1 ,49.7%,5.4%,196,0.1%,"13,699",Initiator
9,10,KAY/O,0.92, 14.2  /  15.5  /  8.5 ,46.9%,3.5%,202,0.1%,"8,742",Initiator
10,11,Phoenix,1.11, 17.2  /  15.5  /  4.9 ,50.4%,3.5%,242,0.1%,"8,718",Duelist
11,12,Fade,0.95, 14.3  /  15  /  6.4 ,48.7%,3.3%,201,0.1%,"8,235",Initiator
12,13,Skye,0.94, 14.1  /  15.1  /  7.8 ,49.2%,3.0%,199,0.1%,"7,516",Initiator
13,14,Cypher,0.99, 14.4  /  14.5  /  5 ,48.2%,2.8%,199,0.2%,"7,088",Sentinel
14,15,Chamber,1.08, 16.2  /  15  /  3.1 ,47.4%,2.2%,221,0.1%,"5,441",Sentinel
15,16,Viper,0.99, 14.6  /  14.8  /  5.6 ,48.8%,2.0%,203,0.1%,"4,977",Controller
16,17,Astra,1.05, 15.4  /  14.7  /  7.1 ,50.2%,1.7%,211,0.1%,"4,339",Controller
17,18,Breach,0.93, 14.5  /  15.7  /  6.5 ,47.3%,1.6%,203,0.1%,"4,039",Initiator
18,19,Neon,0.99, 16.1  /  16.3  /  4.2 ,47.5%,1.5%,227,0.1%,"3,745",Duelist
19,20,Yoru,0.99, 15.8  /  15.9  /  4.4 ,44.3%,1.3%,219,0.1%,"3,190",Duelist
20,21,Harbor,0.92, 13.9  /  15.2  /  6 ,47.1%,0.7%,195,0.1%,"1,732",Controller
