,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.84, 11.9  /  14.1  /  6.3 ,51.0%,17.5%,177,0.1%,"1,582,122"
1,2,Reyna,1.04, 15.2  /  14.7  /  4.5 ,50.8%,12.0%,226,0.2%,"1,082,220"
2,3,Raze,0.95, 14.1  /  14.8  /  4.9 ,50.3%,11.1%,217,0.1%,"1,002,150"
3,4,Jett,0.99, 14.5  /  14.7  /  3.9 ,49.7%,10.4%,215,0.2%,"941,256"
4,5,Sova,0.86, 12.3  /  14.2  /  5.3 ,49.8%,7.8%,186,0.1%,"708,390"
5,6,Omen,0.9, 13.2  /  14.7  /  3.7 ,49.3%,7.5%,193,0.1%,"678,606"
6,7,Phoenix,0.93, 13.6  /  14.6  /  4.1 ,49.7%,6.7%,204,0.2%,"607,767"
7,8,Killjoy,0.9, 12.4  /  13.8  /  4.2 ,51.5%,6.5%,187,0.1%,"592,314"
8,9,Brimstone,0.87, 12.6  /  14.5  /  4.9 ,50.7%,4.9%,189,0.1%,"447,474"
9,10,Cypher,0.87, 12.3  /  14.1  /  4.7 ,50.3%,3.6%,181,0.1%,"329,511"
10,11,Yoru,0.86, 12.9  /  15  /  3.9 ,46.6%,3.2%,192,0.1%,"293,862"
11,12,Viper,0.85, 12.2  /  14.4  /  4.1 ,48.7%,3.2%,182,0.1%,"285,039"
12,13,Skye,0.8, 11.7  /  14.5  /  4.2 ,48.3%,2.4%,173,0.1%,"215,883"
13,14,Breach,0.84, 12.6  /  14.9  /  5.1 ,50.0%,2.1%,187,0.1%,"188,037"
14,15,Astra,0.91, 12.9  /  14.1  /  3.8 ,49.2%,1.0%,190,0.1%,"89,352"
