,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.8  /  16.2  /  3.3 ,51.5%,21.6%,238,0.2%,"7,049"
1,2,Sova,1.04, 15.3  /  14.7  /  5.8 ,50.1%,15.5%,208,0.1%,"5,041"
2,3,Omen,1, 15.1  /  15.1  /  9.2 ,49.9%,14.3%,202,0.1%,"4,675"
3,4,Killjoy,1.1, 16.3  /  14.8  /  3.1 ,50.8%,11.8%,218,0.1%,"3,830"
4,5,Reyna,1.1, 17.6  /  15.9  /  4.3 ,51.0%,8.6%,237,0.2%,"2,796"
5,6,Phoenix,1.11, 17.8  /  16  /  5 ,53.5%,3.6%,239,0.2%,"1,171"
6,7,Breach,0.93, 14.6  /  15.6  /  8.4 ,46.1%,3.6%,196,0.1%,"1,161"
7,8,Skye,0.99, 15.3  /  15.5  /  8.2 ,53.2%,3.5%,204,0.1%,"1,144"
8,9,Raze,1.05, 17.1  /  16.2  /  4.8 ,50.9%,3.2%,242,0.2%,"1,052"
9,10,Chamber,1.15, 17.6  /  15.3  /  2.5 ,48.8%,3.0%,231,0.2%,979
10,11,Cypher,1.07, 16.3  /  15.2  /  4.4 ,46.9%,2.9%,213,0.1%,942
11,12,Deadlock,1.1, 16.7  /  15.2  /  3.7 ,46.4%,2.0%,217,0.1%,638
12,13,Astra,1.06, 15.4  /  14.5  /  7.8 ,47.9%,1.8%,205,0.1%,580
13,14,Yoru,1.04, 16.8  /  16.2  /  4.7 ,46.3%,1.2%,227,0.2%,397
14,15,Fade,1.03, 15.7  /  15.2  /  7.4 ,47.4%,1.2%,211,0.1%,386
15,16,Sage,0.93, 13.8  /  14.9  /  6.9 ,49.6%,0.7%,194,0.1%,236
16,17,Brimstone,0.98, 14.4  /  14.6  /  10.7 ,48.4%,0.7%,202,0.1%,223
17,18,Neon,1, 16.2  /  16.3  /  3.8 ,49.2%,0.4%,226,0.2%,128
18,19,KAY/O,0.94, 15.1  /  16  /  10.9 ,39.3%,0.3%,211,0.1%,112
19,20,Gekko,1.11, 17.4  /  15.8  /  4.7 ,48.3%,0.1%,221,29,
20,21,Viper,1.18, 17.4  /  14.7  /  5.1 ,68.8%,0.0%,232,0.1%,16
