,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.14, 17.6  /  15.5  /  4.3 ,50.5%,12.1%,248,0.2%,"2,394,858"
1,2,Sage,0.9, 13.3  /  14.8  /  6.6 ,50.7%,10.1%,188,0.1%,"2,002,311"
2,3,Chamber,1.09, 16.2  /  14.8  /  3.1 ,50.3%,9.8%,221,0.2%,"1,925,556"
3,4,Jett,1.08, 17.1  /  15.8  /  3.7 ,49.7%,9.6%,240,0.2%,"1,888,428"
4,5,Raze,1.04, 16.3  /  15.7  /  4.8 ,50.4%,6.0%,238,0.2%,"1,185,495"
5,6,Viper,0.96, 14.1  /  14.6  /  5.3 ,50.6%,5.7%,198,0.1%,"1,128,477"
6,7,Omen,0.96, 14.5  /  15.2  /  5.8 ,48.4%,5.6%,203,0.1%,"1,112,820"
7,8,Brimstone,0.95, 14.1  /  14.8  /  7 ,51.5%,5.6%,201,0.1%,"1,101,702"
8,9,Sova,0.97, 14.2  /  14.7  /  5.3 ,50.1%,5.4%,201,0.1%,"1,063,656"
9,10,Fade,0.94, 14  /  15  /  6.2 ,50.5%,5.0%,197,0.1%,"993,225"
10,11,Skye,0.92, 13.9  /  15.1  /  6.9 ,49.3%,3.7%,196,0.1%,"731,085"
11,12,Killjoy,0.96, 13.8  /  14.3  /  3.9 ,50.1%,3.6%,197,0.1%,"706,962"
12,13,Phoenix,1.1, 16.9  /  15.3  /  4.3 ,51.2%,3.4%,239,0.2%,"664,836"
13,14,KAY/O,0.9, 13.9  /  15.5  /  7.8 ,46.1%,3.3%,200,0.1%,"642,600"
14,15,Cypher,0.98, 14.2  /  14.5  /  4.6 ,49.1%,2.7%,196,0.1%,"529,482"
15,16,Breach,0.92, 14.2  /  15.4  /  6.2 ,49.2%,2.4%,201,0.1%,"468,945"
16,17,Neon,0.98, 15.9  /  16.1  /  4 ,48.3%,2.0%,227,0.2%,"403,971"
17,18,Yoru,0.98, 15.3  /  15.6  /  4.1 ,46.9%,1.4%,215,0.1%,"285,192"
18,19,Astra,1.02, 14.8  /  14.5  /  5.6 ,50.2%,1.4%,204,0.1%,"272,340"
19,20,Harbor,0.89, 13.6  /  15.4  /  4.8 ,45.9%,1.2%,190,0.1%,"237,150"
