,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.1  /  3.5 ,48.6%,18.2%,235,0.1%,"269,808",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  8.8 ,48.3%,14.0%,201,0.1%,"208,221",Controller
2,3,Sova,1.0, 14.8  /  14.8  /  5.9 ,48.9%,11.6%,204,0.1%,"172,048",Initiator
3,4,Killjoy,1.04, 15.2  /  14.7  /  3.4 ,49.7%,9.3%,206,0.1%,"137,568",Sentinel
4,5,Reyna,1.1, 17.4  /  15.9  /  4.4 ,48.9%,9.1%,238,0.1%,"134,706",Duelist
5,6,Skye,0.95, 14.5  /  15.3  /  7.9 ,48.7%,5.2%,198,0.1%,"77,435",Initiator
6,7,Cypher,1.03, 15.2  /  14.8  /  4.6 ,49.1%,4.8%,203,0.1%,"71,980",Sentinel
7,8,Raze,1.03, 16.6  /  16.1  /  4.7 ,49.4%,3.9%,236,0.1%,"58,431",Duelist
8,9,Phoenix,1.09, 17.2  /  15.8  /  4.9 ,50.9%,3.8%,238,0.1%,"56,035",Duelist
9,10,Sage,0.96, 14.6  /  15.1  /  7.1 ,50.5%,3.4%,199,0.1%,"51,168",Sentinel
10,11,Chamber,1.08, 16.4  /  15.3  /  2.7 ,46.7%,3.3%,217,0.1%,"49,344",Sentinel
11,12,Brimstone,0.97, 14.5  /  14.9  /  10 ,51.6%,3.0%,205,0.1%,"44,626",Controller
12,13,Breach,0.94, 14.6  /  15.4  /  8.1 ,48.3%,2.6%,199,0.1%,"38,874",Initiator
13,14,Astra,1.02, 15.1  /  14.8  /  7.5 ,48.1%,2.0%,203,0.1%,"29,137",Controller
14,15,Fade,0.96, 14.6  /  15.2  /  7 ,48.5%,1.7%,200,0.1%,"24,842",Initiator
15,16,Gekko,0.95, 14.5  /  15.3  /  5.1 ,49.6%,1.2%,196,0.1%,"18,474",Initiator
16,17,KAY/O,0.93, 14.6  /  15.8  /  9.9 ,44.3%,1.2%,207,0.1%,"17,487",Initiator
17,18,Yoru,1.01, 16.1  /  15.9  /  4.8 ,47.7%,0.9%,219,0.1%,"12,847",Duelist
18,19,Neon,0.95, 15.9  /  16.7  /  4.1 ,46.3%,0.5%,220,0.1%,"7,641",Duelist
19,20,Viper,1.03, 15.2  /  14.8  /  6 ,49.1%,0.2%,210,0.1%,"3,004",Controller
20,21,Harbor,0.95, 14.6  /  15.4  /  6.7 ,48.2%,0.2%,198,0.1%,"2,537",Controller
