,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.91, 13.3  /  14.7  /  7 ,50.5%,12.8%,189,0.1%,"35,483",Sentinel
1,2,Reyna,1.17, 18  /  15.4  /  4.5 ,50.8%,12.0%,255,0.1%,"33,332",Duelist
2,3,Jett,1.12, 17.4  /  15.6  /  4 ,50.5%,8.6%,247,0.1%,"23,851",Duelist
3,4,Viper,0.99, 14.4  /  14.6  /  5.6 ,49.7%,8.5%,204,0.1%,"23,589",Controller
4,5,Killjoy,0.99, 14  /  14.2  /  4.1 ,50.5%,6.5%,201,0.2%,"18,125",Sentinel
5,6,Sova,0.98, 14.3  /  14.6  /  5.2 ,49.3%,6.4%,203,0.1%,"17,646",Initiator
6,7,Raze,1.05, 16.3  /  15.6  /  4.7 ,49.9%,6.0%,239,0.1%,"16,787",Duelist
7,8,Omen,1.0, 15.2  /  15.2  /  5.4 ,48.5%,5.8%,214,0.1%,"16,191",Controller
8,9,Gekko,0.95, 14.1  /  14.8  /  4.8 ,50.3%,5.0%,198,0.1%,"13,909",Initiator
9,10,KAY/O,0.92, 14.1  /  15.3  /  8.4 ,46.4%,3.5%,204,0.1%,"9,799",Initiator
10,11,Brimstone,0.96, 14.3  /  14.9  /  6.8 ,49.1%,3.4%,206,0.1%,"9,469",Controller
11,12,Fade,0.94, 14.2  /  15.1  /  6.4 ,50.5%,3.3%,202,0.1%,"9,022",Initiator
12,13,Phoenix,1.1, 16.7  /  15.2  /  4.4 ,48.5%,3.0%,237,0.1%,"8,234",Duelist
13,14,Skye,0.93, 13.9  /  15  /  7.3 ,48.0%,2.9%,199,0.1%,"8,163",Initiator
14,15,Chamber,1.09, 15.9  /  14.6  /  3.2 ,49.1%,2.6%,220,0.1%,"7,157",Sentinel
15,16,Neon,1.0, 16.2  /  16.2  /  4.2 ,48.6%,2.5%,231,0.1%,"6,822",Duelist
16,17,Yoru,0.99, 15.5  /  15.6  /  4.2 ,46.6%,2.1%,218,0.1%,"5,782",Duelist
17,18,Cypher,0.97, 14.2  /  14.6  /  4.7 ,46.5%,1.8%,198,0.2%,"4,994",Sentinel
18,19,Breach,0.94, 14.5  /  15.4  /  5.8 ,49.3%,1.3%,206,0.1%,"3,717",Initiator
19,20,Harbor,0.93, 13.7  /  14.8  /  5.6 ,48.6%,1.3%,194,0.1%,"3,688",Controller
20,21,Astra,1.05, 15.2  /  14.4  /  5.1 ,51.8%,0.6%,210,0.1%,"1,789",Controller
