,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.08, 16.4  /  15.1  /  4.5 ,50.0%,11.2%,235,0.2%,"346,826"
1,2,Sage,0.85, 12.4  /  14.6  /  6.6 ,50.0%,11.1%,177,0.1%,"344,571"
2,3,Omen,0.94, 13.9  /  14.8  /  5.8 ,48.9%,9.2%,197,0.1%,"285,203"
3,4,Jett,1.02, 15.6  /  15.3  /  3.9 ,49.2%,6.7%,224,0.2%,"208,535"
4,5,Raze,0.98, 15  /  15.2  /  4.8 ,49.4%,6.3%,222,0.1%,"196,300"
5,6,Skye,0.86, 12.7  /  14.8  /  7.3 ,48.9%,5.4%,185,0.1%,"167,694"
6,7,Deadlock,0.91, 13.5  /  14.8  /  3.9 ,48.9%,5.2%,199,0.1%,"162,497"
7,8,Killjoy,0.92, 13  /  14.1  /  3.9 ,50.5%,5.1%,188,0.1%,"158,522"
8,9,Brimstone,0.92, 13.4  /  14.6  /  7.1 ,50.0%,4.9%,196,0.1%,"150,773"
9,10,Gekko,0.86, 12.9  /  14.9  /  4.8 ,49.4%,4.2%,183,0.1%,"129,593"
10,11,Sova,0.9, 13.1  /  14.5  /  5.1 ,48.8%,4.1%,189,0.1%,"125,799"
11,12,Phoenix,1.02, 15.2  /  14.9  /  4.4 ,49.4%,3.7%,220,0.2%,"115,904"
12,13,Cypher,0.93, 13.4  /  14.3  /  4.8 ,48.8%,3.0%,189,0.1%,"92,150"
13,14,Neon,0.94, 14.7  /  15.7  /  4.1 ,48.0%,2.8%,213,0.2%,"85,996"
14,15,Chamber,1, 14.6  /  14.5  /  3.3 ,48.4%,2.7%,204,0.2%,"84,810"
15,16,Fade,0.86, 12.8  /  14.9  /  6.1 ,48.9%,2.7%,185,0.1%,"84,527"
16,17,Yoru,0.93, 14.1  /  15.2  /  4.2 ,47.1%,2.7%,202,0.1%,"83,922"
17,18,KAY/O,0.84, 12.8  /  15.2  /  8 ,46.4%,2.5%,188,0.1%,"75,948"
18,19,Viper,0.9, 13.2  /  14.6  /  5.2 ,47.8%,2.4%,191,0.1%,"74,293"
19,20,Breach,0.9, 13.6  /  15.1  /  5.8 ,49.4%,2.3%,195,0.1%,"70,011"
20,21,Astra,0.96, 13.8  /  14.4  /  5.4 ,48.1%,0.9%,194,0.1%,"28,616"
21,22,Harbor,0.85, 12.7  /  15  /  5.5 ,46.4%,0.8%,183,0.1%,"23,472"
