,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.07, 17  /  15.9  /  4.8 ,49.8%,11.4%,245,0.1%,"734,765"
1,2,Reyna,1.16, 18  /  15.5  /  4.3 ,50.1%,9.9%,247,0.1%,"633,925"
2,3,Jett,1.1, 17.4  /  15.9  /  3.6 ,48.9%,9.8%,240,0.1%,"627,706"
3,4,Brimstone,0.98, 14.6  /  14.9  /  8 ,51.0%,9.1%,205,0.1%,"583,249"
4,5,Skye,0.96, 14.4  /  15.1  /  7.4 ,49.5%,8.1%,199,0.1%,"522,905"
5,6,Sage,0.93, 13.8  /  14.9  /  6.8 ,50.7%,7.9%,190,0.1%,"505,247"
6,7,Omen,0.98, 14.9  /  15.2  /  6.8 ,47.8%,6.3%,204,0.1%,"405,885"
7,8,Killjoy,0.98, 14.1  /  14.4  /  3.6 ,49.6%,5.7%,195,0.1%,"367,757"
8,9,Cypher,0.99, 14.4  /  14.5  /  4.6 ,48.7%,4.9%,194,0.1%,"314,700"
9,10,Chamber,1.09, 16.1  /  14.8  /  2.8 ,48.4%,4.1%,216,0.1%,"266,041"
10,11,Sova,1, 14.8  /  14.7  /  5.6 ,49.7%,3.6%,206,0.1%,"231,430"
11,12,Fade,0.96, 14.5  /  15.1  /  6.3 ,49.3%,2.9%,199,0.1%,"187,050"
12,13,Gekko,0.94, 14.2  /  15.1  /  4.7 ,49.4%,2.9%,193,0.1%,"184,467"
13,14,Phoenix,1.12, 17.3  /  15.4  /  4.4 ,50.2%,2.9%,240,0.1%,"183,864"
14,15,Viper,1.01, 14.9  /  14.7  /  5.6 ,49.6%,2.7%,206,0.1%,"172,442"
15,16,KAY/O,0.91, 14.3  /  15.6  /  8.4 ,44.9%,1.9%,202,0.1%,"124,936"
16,17,Breach,0.93, 14.5  /  15.5  /  6.3 ,47.4%,1.7%,201,0.1%,"108,371"
17,18,Astra,1.03, 15.1  /  14.7  /  6.2 ,48.7%,1.4%,205,0.1%,"89,802"
18,19,Yoru,1.03, 16.3  /  15.8  /  4.4 ,46.7%,1.4%,224,0.1%,"87,471"
19,20,Neon,0.98, 16  /  16.3  /  3.9 ,46.2%,0.9%,223,0.1%,"55,226"
20,21,Harbor,0.91, 13.8  /  15.2  /  5.7 ,45.2%,0.7%,191,0.1%,"42,297"
