,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.4  /  15.8  /  3.8 ,49.8%,12.3%,241,0.1%,"28,364",Duelist
1,2,Reyna,1.14, 17.9  /  15.7  /  4.5 ,49.7%,11.6%,249,0.1%,"26,885",Duelist
2,3,Omen,0.98, 14.8  /  15.2  /  7.2 ,47.6%,10.5%,206,0.1%,"24,387",Controller
3,4,Sage,0.92, 13.8  /  15  /  7.1 ,50.3%,9.2%,192,0.1%,"21,323",Sentinel
4,5,Sova,1.01, 14.8  /  14.7  /  5.6 ,48.9%,7.0%,207,0.1%,"16,186",Initiator
5,6,Killjoy,1.0, 14.4  /  14.4  /  3.7 ,49.9%,6.5%,200,0.2%,"15,142",Sentinel
6,7,Raze,1.06, 16.8  /  15.8  /  4.7 ,50.6%,5.5%,240,0.1%,"12,729",Duelist
7,8,Brimstone,0.97, 14.5  /  14.9  /  8.6 ,51.3%,5.4%,205,0.1%,"12,446",Controller
8,9,Skye,0.95, 14.5  /  15.2  /  7.4 ,49.9%,4.5%,202,0.1%,"10,355",Initiator
9,10,Cypher,1.0, 14.8  /  14.7  /  4.8 ,48.8%,4.1%,201,0.1%,"9,496",Sentinel
10,11,Phoenix,1.12, 17.4  /  15.5  /  4.7 ,50.7%,4.0%,245,0.1%,"9,269",Duelist
11,12,Fade,0.95, 14.4  /  15.1  /  6.5 ,50.0%,3.9%,200,0.1%,"9,114",Initiator
12,13,Breach,0.95, 14.6  /  15.3  /  6.7 ,48.7%,3.2%,204,0.1%,"7,299",Initiator
13,14,Chamber,1.07, 16  /  14.9  /  3 ,48.0%,3.0%,217,0.1%,"7,003",Sentinel
14,15,KAY/O,0.92, 14.3  /  15.7  /  9 ,45.1%,3.0%,205,0.1%,"6,850",Initiator
15,16,Astra,1.03, 15.2  /  14.8  /  6.6 ,48.1%,1.9%,207,0.2%,"4,475",Controller
16,17,Neon,0.98, 16.1  /  16.4  /  4.1 ,48.5%,1.5%,226,0.1%,"3,401",Duelist
17,18,Yoru,1.01, 16  /  15.8  /  4.4 ,47.0%,1.2%,221,0.1%,"2,815",Duelist
18,19,Viper,0.97, 14.4  /  14.9  /  5.8 ,46.1%,1.0%,201,0.2%,"2,366",Controller
19,20,Harbor,0.95, 14.5  /  15.3  /  6.2 ,48.9%,0.6%,199,0.1%,"1,332",Controller
