,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.83, 11.7  /  14.2  /  4.7 ,50.9%,17.7%,171,0.1%,"2,071,467"
1,2,Reyna,1.05, 15.3  /  14.7  /  4.3 ,51.0%,12.3%,227,0.2%,"1,434,375"
2,3,Jett,1, 14.8  /  14.8  /  4 ,49.8%,9.8%,220,0.2%,"1,147,500"
3,4,Raze,0.93, 13.8  /  14.9  /  4.9 ,51.1%,8.7%,213,0.1%,"1,015,053"
4,5,Sova,0.84, 12.1  /  14.3  /  5.1 ,49.7%,7.1%,183,0.1%,"829,923"
5,6,Killjoy,0.89, 12.3  /  13.8  /  4.3 ,52.5%,7.0%,187,0.1%,"816,102"
6,7,Omen,0.89, 13.1  /  14.6  /  4.4 ,50.4%,6.6%,191,0.1%,"776,016"
7,8,Phoenix,0.91, 13.3  /  14.7  /  4 ,48.2%,5.6%,201,0.2%,"657,849"
8,9,Viper,0.85, 12.2  /  14.3  /  4.9 ,50.3%,5.2%,181,0.1%,"604,605"
9,10,Brimstone,0.86, 12.5  /  14.6  /  5.5 ,49.3%,4.0%,185,0.1%,"466,803"
10,11,KAY/O,0.81, 12  /  14.9  /  6.4 ,48.1%,3.7%,180,0.1%,"429,675"
11,12,Skye,0.85, 12.3  /  14.5  /  4.6 ,50.3%,3.6%,180,0.1%,"415,599"
12,13,Yoru,0.88, 13.1  /  14.9  /  3.6 ,46.2%,3.4%,194,0.1%,"402,288"
13,14,Cypher,0.87, 12.4  /  14.1  /  4.3 ,48.9%,3.1%,180,0.1%,"366,690"
14,15,Breach,0.85, 12.6  /  14.8  /  4.8 ,51.5%,1.4%,186,0.1%,"162,435"
15,16,Astra,0.9, 13  /  14.4  /  4.3 ,49.1%,0.6%,186,0.1%,"74,256"
