,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.1, 16.6  /  15.1  /  3 ,50.0%,16.6%,223,0.2%,"1,506,387"
1,2,Jett,1.06, 17.1  /  16.2  /  3.6 ,49.3%,11.4%,236,0.2%,"1,039,941"
2,3,Reyna,1.11, 17.5  /  15.8  /  3.9 ,50.5%,9.1%,241,0.2%,"831,351"
3,4,Viper,0.98, 14.5  /  14.8  /  5.5 ,50.1%,7.1%,200,0.1%,"648,516"
4,5,Sage,0.95, 14.1  /  14.9  /  6.7 ,51.4%,7.1%,195,0.1%,"644,844"
5,6,Raze,1.03, 16.6  /  16  /  4.8 ,51.1%,6.0%,238,0.2%,"545,088"
6,7,Fade,0.95, 14.4  /  15.1  /  6.7 ,49.7%,5.9%,198,0.1%,"538,458"
7,8,Brimstone,0.98, 14.6  /  14.9  /  7.5 ,51.5%,5.5%,204,0.1%,"502,707"
8,9,Sova,0.98, 14.4  /  14.8  /  5.7 ,50.4%,5.5%,201,0.1%,"499,086"
9,10,Omen,0.96, 14.7  /  15.3  /  6.1 ,48.7%,5.0%,201,0.1%,"456,552"
10,11,KAY/O,0.91, 14.3  /  15.7  /  7.8 ,45.8%,4.0%,201,0.1%,"363,018"
11,12,Skye,0.95, 14.6  /  15.4  /  6 ,49.7%,3.9%,199,0.1%,"356,388"
12,13,Phoenix,1.1, 17.2  /  15.7  /  4 ,52.0%,3.2%,239,0.2%,"286,671"
13,14,Breach,0.92, 14.3  /  15.5  /  6 ,48.7%,2.4%,196,0.1%,"217,056"
14,15,Neon,0.97, 16.1  /  16.5  /  3.9 ,47.8%,1.9%,225,0.2%,"172,278"
15,16,Killjoy,0.99, 14.3  /  14.4  /  3.9 ,50.7%,1.6%,201,0.1%,"149,583"
16,17,Astra,1.03, 15  /  14.6  /  5.7 ,49.8%,1.5%,204,0.1%,"138,618"
17,18,Yoru,0.99, 15.7  /  15.8  /  3.6 ,48.5%,1.1%,216,0.2%,"98,124"
18,19,Cypher,0.99, 14.8  /  14.9  /  4.3 ,45.8%,1.1%,200,0.1%,"96,084"
