,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.72, 10.1  /  14  /  5.7 ,50.5%,12.8%,152,0.1%,"62,096"
1,2,Reyna,0.98, 14  /  14.3  /  4.4 ,50.3%,11.1%,208,0.1%,"53,692"
2,3,Raze,0.88, 12.8  /  14.5  /  4.8 ,50.0%,8.1%,198,0.1%,"39,352"
3,4,Jett,0.89, 12.8  /  14.3  /  3.7 ,50.1%,7.1%,192,0.1%,"34,328"
4,5,Omen,0.81, 11.7  /  14.4  /  4.7 ,49.4%,6.3%,173,0.1%,"30,693"
5,6,Yoru,0.83, 11.9  /  14.4  /  4.1 ,48.0%,5.6%,176,0.1%,"27,268"
6,7,Phoenix,0.87, 12.3  /  14.2  /  4.1 ,48.4%,5.5%,185,0.1%,"26,432"
7,8,Gekko,0.76, 11  /  14.4  /  4.5 ,49.8%,5.4%,163,0.1%,"26,158"
8,9,Neon,0.81, 11.9  /  14.8  /  3.8 ,47.4%,4.8%,179,0.1%,"23,449"
9,10,Fade,0.73, 10.5  /  14.5  /  6 ,49.5%,4.2%,160,0.1%,"20,474"
10,11,Sova,0.77, 11  /  14.2  /  4.8 ,48.8%,4.2%,166,0.1%,"20,198"
11,12,Killjoy,0.8, 10.9  /  13.6  /  3.9 ,51.1%,4.0%,167,0.1%,"19,259"
12,13,Skye,0.78, 10.9  /  14.1  /  6.8 ,51.5%,3.6%,166,0.1%,"17,384"
13,14,Viper,0.77, 10.9  /  14.2  /  4.7 ,49.9%,3.6%,165,0.1%,"17,266"
14,15,Brimstone,0.79, 11.3  /  14.2  /  5.6 ,49.0%,3.3%,172,0.1%,"16,138"
15,16,KAY/O,0.74, 10.9  /  14.6  /  7.6 ,48.3%,2.6%,167,0.1%,"12,569"
16,17,Cypher,0.83, 11.4  /  13.8  /  4.6 ,49.4%,2.3%,167,0.1%,"11,120"
17,18,Chamber,0.88, 12.3  /  14  /  3.4 ,49.9%,2.2%,180,0.1%,"10,486"
18,19,Breach,0.82, 11.6  /  14.1  /  5.2 ,49.2%,1.5%,175,0.1%,"7,043"
19,20,Harbor,0.72, 10.4  /  14.4  /  4.8 ,46.4%,1.2%,157,0.1%,"5,838"
20,21,Astra,0.88, 11.5  /  13.1  /  4 ,46.0%,0.6%,174,0.1%,"2,779"
