,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  16  /  3.3 ,51.1%,17.5%,237,0.2%,"21,519"
1,2,Brimstone,1, 14.9  /  14.8  /  10.4 ,50.5%,17.1%,206,0.1%,"21,091"
2,3,Breach,0.93, 14.1  /  15.2  /  8.3 ,50.6%,15.9%,191,0.1%,"19,594"
3,4,Raze,1.05, 16.8  /  16  /  4.3 ,50.2%,10.9%,235,0.2%,"13,432"
4,5,Killjoy,1.07, 15.6  /  14.6  /  3.2 ,51.3%,8.5%,209,0.1%,"10,507"
5,6,Reyna,1.15, 18  /  15.6  /  4.2 ,51.9%,7.2%,241,0.2%,"8,893"
6,7,Cypher,1.04, 15.3  /  14.7  /  4.4 ,50.1%,6.4%,203,0.1%,"7,868"
7,8,Chamber,1.11, 16.8  /  15.1  /  2.5 ,49.7%,3.6%,220,0.2%,"4,453"
8,9,Deadlock,1.08, 16.3  /  15.1  /  3.5 ,51.2%,2.2%,214,0.1%,"2,702"
9,10,Sage,0.99, 14.7  /  14.9  /  6.6 ,53.1%,1.6%,200,0.1%,"2,021"
10,11,Fade,1.01, 15.3  /  15.2  /  6.2 ,48.7%,1.5%,202,0.1%,"1,868"
11,12,Neon,0.99, 16.3  /  16.6  /  4.3 ,48.6%,1.5%,226,0.2%,"1,837"
12,13,Skye,0.98, 14.8  /  15  /  7.7 ,52.0%,1.1%,198,0.1%,"1,380"
13,14,Phoenix,1.12, 17.2  /  15.3  /  4.4 ,53.3%,0.9%,235,0.2%,"1,059"
14,15,Yoru,1.02, 16.1  /  15.7  /  4.3 ,50.9%,0.8%,222,0.2%,967
15,16,KAY/O,0.93, 14.4  /  15.6  /  9.9 ,46.8%,0.7%,203,0.1%,891
16,17,Viper,1.08, 15.8  /  14.7  /  5.6 ,49.8%,0.7%,214,0.1%,852
17,18,Astra,1.01, 14.9  /  14.8  /  6.9 ,47.8%,0.5%,201,0.1%,627
18,19,Omen,1.02, 15.8  /  15.4  /  8.1 ,48.1%,0.5%,210,0.1%,559
19,20,Sova,0.98, 14.9  /  15.2  /  5.5 ,44.4%,0.4%,202,0.1%,509
20,21,Gekko,0.99, 14.6  /  14.8  /  4.7 ,52.7%,0.3%,194,0.1%,391
21,22,Harbor,1.03, 15.3  /  14.8  /  5.9 ,55.2%,0.1%,201,67,
