,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.9, 13.1  /  14.5  /  6.7 ,50.8%,15.0%,185,0.1%,"3,943,167"
1,2,Reyna,1.15, 17.3  /  15.1  /  4.2 ,51.2%,14.5%,249,0.2%,"3,809,649"
2,3,Jett,1.13, 17.1  /  15.1  /  3.9 ,51.4%,12.1%,245,0.2%,"3,163,020"
3,4,Raze,1.02, 15.5  /  15.2  /  4.8 ,50.1%,7.0%,232,0.1%,"1,829,931"
4,5,Sova,0.96, 13.8  /  14.4  /  5.5 ,50.3%,6.8%,202,0.1%,"1,771,536"
5,6,Killjoy,0.96, 13.5  /  14.1  /  4.2 ,51.4%,6.4%,199,0.1%,"1,685,652"
6,7,Omen,0.96, 14.4  /  15  /  4.7 ,48.9%,5.8%,203,0.1%,"1,516,791"
7,8,Viper,0.95, 13.8  /  14.4  /  5.2 ,50.2%,5.7%,197,0.1%,"1,486,191"
8,9,Skye,0.92, 13.7  /  14.8  /  6.1 ,49.7%,4.7%,194,0.1%,"1,228,284"
9,10,Chamber,1.05, 15.2  /  14.5  /  3.3 ,50.3%,4.4%,214,0.1%,"1,142,502"
10,11,Brimstone,0.95, 14  /  14.7  /  6.1 ,51.2%,4.1%,201,0.1%,"1,064,880"
11,12,Phoenix,1.04, 15.6  /  15  /  4 ,48.7%,3.5%,227,0.2%,"909,483"
12,13,Cypher,0.96, 13.8  /  14.4  /  4.3 ,49.3%,2.8%,195,0.1%,"746,589"
13,14,KAY/O,0.88, 13.4  /  15.1  /  7.1 ,47.6%,2.0%,195,0.1%,"533,664"
14,15,Breach,0.92, 13.9  /  15.2  /  5 ,48.2%,2.0%,199,0.1%,"512,499"
15,16,Astra,0.99, 14.3  /  14.4  /  4.9 ,51.1%,1.7%,199,0.1%,"452,013"
16,17,Yoru,0.95, 14.6  /  15.3  /  3.5 ,44.6%,1.7%,211,0.2%,"435,081"
