,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.2  /  15.8  /  3.8 ,49.5%,11.6%,240,0.1%,"26,554"
1,2,Reyna,1.16, 18.1  /  15.6  /  4.6 ,49.9%,11.3%,252,0.1%,"25,819"
2,3,Sage,0.91, 13.5  /  14.8  /  7.2 ,51.7%,8.8%,189,0.1%,"20,121"
3,4,Fade,0.96, 14.4  /  15  /  6.5 ,50.0%,7.6%,200,0.1%,"17,252"
4,5,Viper,1, 14.6  /  14.6  /  6 ,48.7%,6.6%,205,0.2%,"15,041"
5,6,Killjoy,1.01, 14.4  /  14.2  /  4 ,50.3%,5.5%,202,0.2%,"12,660"
6,7,Raze,1.05, 16.7  /  15.8  /  4.9 ,49.9%,5.1%,241,0.1%,"11,562"
7,8,Cypher,1.01, 14.7  /  14.5  /  4.9 ,49.5%,4.7%,201,0.2%,"10,795"
8,9,Skye,0.95, 14.4  /  15.1  /  7.7 ,49.5%,4.4%,202,0.1%,"10,144"
9,10,Phoenix,1.13, 17.4  /  15.3  /  4.9 ,51.5%,4.2%,246,0.1%,"9,539"
10,11,KAY/O,0.92, 14.3  /  15.6  /  8.6 ,45.7%,4.1%,205,0.1%,"9,336"
11,12,Brimstone,0.96, 14.3  /  14.9  /  8.2 ,51.2%,3.8%,204,0.1%,"8,777"
12,13,Astra,1.06, 15.2  /  14.3  /  6.4 ,51.5%,3.7%,208,0.2%,"8,357"
13,14,Chamber,1.08, 15.9  /  14.8  /  3 ,48.0%,3.6%,217,0.1%,"8,127"
14,15,Omen,0.96, 14.6  /  15.3  /  6.5 ,47.3%,3.5%,204,0.1%,"7,928"
15,16,Harbor,0.9, 13.5  /  15.1  /  6.1 ,46.0%,3.2%,189,0.1%,"7,320"
16,17,Sova,1.01, 14.7  /  14.6  /  5.6 ,48.7%,2.9%,208,0.1%,"6,539"
17,18,Neon,0.99, 16.3  /  16.4  /  4.3 ,47.1%,2.0%,229,0.1%,"4,661"
18,19,Breach,0.93, 14.4  /  15.5  /  6.6 ,46.0%,1.9%,203,0.1%,"4,301"
19,20,Yoru,1.02, 15.9  /  15.6  /  4.3 ,46.7%,1.5%,223,0.1%,"3,325"
