,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.9, 13.1  /  14.5  /  7.1 ,50.6%,12.7%,188,0.1%,"937,774",Sentinel
1,2,Reyna,1.15, 17.3  /  15.1  /  4.6 ,50.9%,11.8%,248,0.1%,"866,537",Duelist
2,3,Omen,0.99, 14.7  /  14.9  /  5.8 ,49.3%,8.3%,209,0.1%,"612,201",Controller
3,4,Raze,1.03, 15.9  /  15.3  /  5.1 ,50.6%,7.7%,236,0.1%,"565,335",Duelist
4,5,Jett,1.07, 16.5  /  15.3  /  4.1 ,49.9%,7.1%,236,0.1%,"521,990",Duelist
5,6,Killjoy,0.99, 13.9  /  14.1  /  4.2 ,50.8%,6.0%,201,0.1%,"438,626",Sentinel
6,7,Skye,0.91, 13.4  /  14.7  /  7.7 ,49.6%,5.1%,194,0.1%,"377,487",Initiator
7,8,Brimstone,0.96, 14.2  /  14.7  /  7.3 ,50.4%,4.9%,207,0.1%,"357,581",Controller
8,9,Gekko,0.91, 13.5  /  14.8  /  4.7 ,49.6%,4.6%,192,0.1%,"339,329",Initiator
9,10,Cypher,1.0, 14.1  /  14.2  /  5.1 ,49.6%,4.0%,200,0.1%,"294,119",Sentinel
10,11,Phoenix,1.07, 16  /  14.9  /  4.7 ,49.8%,3.9%,231,0.1%,"290,414",Duelist
11,12,Viper,0.96, 13.9  /  14.5  /  5.3 ,49.1%,3.4%,201,0.1%,"253,309",Controller
12,13,Sova,0.95, 13.9  /  14.6  /  5.2 ,48.5%,3.2%,201,0.1%,"232,945",Initiator
13,14,Fade,0.91, 13.6  /  14.9  /  6 ,49.0%,3.1%,195,0.1%,"228,861",Initiator
14,15,KAY/O,0.89, 13.4  /  15.1  /  8 ,46.9%,2.8%,198,0.1%,"204,885",Initiator
15,16,Neon,0.98, 15.3  /  15.7  /  4.2 ,48.1%,2.7%,221,0.1%,"195,675",Duelist
16,17,Yoru,0.98, 14.9  /  15.2  /  4.5 ,47.1%,2.4%,212,0.1%,"175,365",Duelist
17,18,Chamber,1.04, 15.2  /  14.7  /  3.4 ,48.2%,2.3%,213,0.1%,"168,859",Sentinel
18,19,Breach,0.93, 14.1  /  15.2  /  5.8 ,49.0%,2.0%,203,0.1%,"147,395",Initiator
19,20,Astra,1.02, 14.7  /  14.3  /  5.6 ,50.1%,1.2%,207,0.1%,"88,595",Controller
20,21,Harbor,0.89, 13.3  /  15  /  5.4 ,46.1%,1.0%,191,0.1%,"70,730",Controller
