,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.2  /  15.9  /  3.7 ,49.2%,13.6%,237,0.2%,"289,764",Duelist
1,2,Reyna,1.14, 17.8  /  15.6  /  4.5 ,50.0%,10.8%,246,0.2%,"230,011",Duelist
2,3,Skye,0.94, 14.2  /  15.1  /  7.9 ,49.9%,6.7%,197,0.1%,"143,932",Initiator
3,4,Viper,1.01, 14.8  /  14.7  /  6.1 ,49.6%,5.6%,207,0.1%,"118,830",Controller
4,5,Chamber,1.09, 16.3  /  14.9  /  2.9 ,48.6%,5.6%,218,0.2%,"118,769",Sentinel
5,6,Killjoy,1.02, 14.6  /  14.4  /  3.7 ,50.3%,5.0%,202,0.1%,"107,896",Sentinel
6,7,Sage,0.92, 13.7  /  14.9  /  7 ,50.8%,4.9%,190,0.1%,"105,525",Sentinel
7,8,Astra,1.04, 15.1  /  14.5  /  6.7 ,50.2%,4.8%,205,0.1%,"101,961",Controller
8,9,Deadlock,1.0, 15  /  15.1  /  4 ,48.6%,4.4%,207,0.1%,"94,551",Sentinel
9,10,Raze,1.04, 16.5  /  15.9  /  4.8 ,49.7%,4.4%,238,0.2%,"93,991",Duelist
10,11,Fade,0.95, 14.4  /  15.1  /  6.5 ,49.4%,4.2%,199,0.1%,"89,669",Initiator
11,12,Gekko,0.94, 14.1  /  15  /  5 ,50.5%,4.1%,192,0.1%,"88,565",Initiator
12,13,Omen,0.96, 14.6  /  15.2  /  7 ,48.0%,3.8%,202,0.1%,"82,224",Controller
13,14,Phoenix,1.12, 17.3  /  15.5  /  4.8 ,50.9%,3.8%,242,0.2%,"80,975",Duelist
14,15,Cypher,1.01, 14.7  /  14.5  /  4.8 ,49.9%,3.5%,199,0.1%,"75,313",Sentinel
15,16,Brimstone,0.96, 14.3  /  14.9  /  8.6 ,51.0%,3.5%,203,0.1%,"75,137",Controller
16,17,Harbor,0.91, 13.9  /  15.2  /  6.4 ,46.8%,3.1%,191,0.1%,"65,819",Controller
17,18,KAY/O,0.91, 14.2  /  15.6  /  8.6 ,45.2%,2.2%,202,0.1%,"46,217",Initiator
18,19,Sova,0.99, 14.6  /  14.7  /  5.7 ,49.2%,2.1%,204,0.1%,"43,974",Initiator
19,20,Yoru,1.02, 15.9  /  15.7  /  4.4 ,47.2%,1.4%,221,0.2%,"28,894",Duelist
20,21,Breach,0.93, 14.4  /  15.5  /  6.7 ,47.5%,1.3%,200,0.1%,"28,125",Initiator
21,22,Neon,0.99, 16.2  /  16.4  /  4.2 ,47.7%,1.3%,226,0.2%,"26,819",Duelist
