,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.9  /  16.4  /  3.9 ,50.5%,14.0%,247,0.1%,"20,299"
1,2,Viper,1.02, 15.2  /  14.9  /  5.9 ,50.6%,13.2%,208,0.2%,"19,148"
2,3,Sage,0.93, 14  /  15  /  7.2 ,50.6%,11.5%,192,0.1%,"16,723"
3,4,Reyna,1.14, 18.2  /  15.9  /  4.3 ,49.1%,10.9%,251,0.1%,"15,867"
4,5,Sova,1, 14.8  /  14.9  /  5.5 ,49.7%,10.0%,205,0.1%,"14,483"
5,6,Gekko,0.96, 14.6  /  15.2  /  4.9 ,49.9%,6.5%,197,0.1%,"9,416"
6,7,Killjoy,1.03, 14.8  /  14.4  /  3.7 ,50.7%,6.3%,204,0.2%,"9,124"
7,8,Raze,1.03, 16.8  /  16.4  /  4.7 ,48.4%,5.7%,239,0.1%,"8,236"
8,9,KAY/O,0.92, 14.5  /  15.7  /  9 ,46.0%,3.3%,206,0.1%,"4,721"
9,10,Omen,0.98, 15.3  /  15.7  /  6.2 ,47.6%,3.2%,212,0.1%,"4,595"
10,11,Chamber,1.09, 16.5  /  15.1  /  2.9 ,48.8%,2.7%,221,0.1%,"3,952"
11,12,Fade,0.96, 14.9  /  15.4  /  6.3 ,45.4%,2.0%,203,0.1%,"2,957"
12,13,Skye,0.94, 14.6  /  15.5  /  7.3 ,48.2%,1.9%,201,0.1%,"2,815"
13,14,Harbor,0.92, 14.2  /  15.5  /  6.2 ,46.4%,1.6%,193,0.1%,"2,369"
14,15,Phoenix,1.08, 17.1  /  15.9  /  4.5 ,51.4%,1.6%,237,0.1%,"2,296"
15,16,Brimstone,0.97, 14.6  /  15.1  /  7.4 ,48.0%,1.5%,205,0.1%,"2,169"
16,17,Cypher,0.98, 14.8  /  15.1  /  4.4 ,45.4%,1.2%,201,0.1%,"1,701"
17,18,Neon,1, 16.9  /  17  /  4.2 ,46.7%,1.0%,232,0.1%,"1,491"
18,19,Yoru,0.98, 15.8  /  16.1  /  4.2 ,45.1%,1.0%,216,0.1%,"1,391"
19,20,Breach,0.91, 14.6  /  16.1  /  6.4 ,46.4%,0.6%,200,0.1%,906
20,21,Astra,1.04, 15.7  /  15.1  /  5.4 ,46.9%,0.4%,211,0.2%,567
