,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.06, 17.1  /  16.2  /  4.7 ,49.5%,13.8%,243,0.2%,"91,312",Duelist
1,2,Skye,0.96, 14.5  /  15.1  /  7.7 ,49.7%,13.0%,197,0.1%,"85,847",Initiator
2,3,Brimstone,0.99, 14.8  /  14.9  /  8.9 ,50.4%,12.9%,205,0.1%,"85,090",Controller
3,4,Jett,1.09, 17.6  /  16.1  /  3.4 ,48.9%,12.2%,238,0.2%,"80,867",Duelist
4,5,Reyna,1.14, 17.8  /  15.7  /  4.1 ,49.9%,7.7%,241,0.2%,"51,186",Duelist
5,6,Cypher,1.0, 14.6  /  14.6  /  4.4 ,49.3%,5.9%,194,0.1%,"39,242",Sentinel
6,7,Chamber,1.09, 16.3  /  15  /  2.5 ,48.7%,5.8%,214,0.2%,"38,437",Sentinel
7,8,Deadlock,1.02, 15.4  /  15.1  /  3.8 ,49.2%,4.2%,212,0.1%,"27,943",Sentinel
8,9,Omen,0.98, 14.9  /  15.3  /  7.8 ,46.6%,3.9%,203,0.1%,"25,634",Controller
9,10,Sage,0.96, 14.3  /  14.9  /  6.8 ,51.9%,3.7%,194,0.1%,"24,553",Sentinel
10,11,Sova,1.01, 14.8  /  14.7  /  5.7 ,49.3%,3.4%,204,0.1%,"22,425",Initiator
11,12,Killjoy,1.0, 14.5  /  14.5  /  3.3 ,48.9%,2.9%,197,0.1%,"19,148",Sentinel
12,13,Phoenix,1.11, 17.4  /  15.6  /  4.4 ,51.1%,1.9%,237,0.2%,"12,345",Duelist
13,14,Fade,0.98, 14.7  /  15.1  /  6.6 ,48.9%,1.8%,200,0.1%,"11,924",Initiator
14,15,Yoru,1.05, 16.7  /  15.9  /  4.2 ,48.6%,1.5%,228,0.2%,"10,058",Duelist
15,16,Viper,1.06, 15.8  /  14.8  /  5.5 ,49.3%,1.3%,216,0.1%,"8,835",Controller
16,17,Astra,1.03, 15.3  /  14.9  /  7 ,47.0%,1.3%,205,0.1%,"8,411",Controller
17,18,Gekko,0.97, 14.6  /  15.1  /  4.6 ,49.8%,0.9%,194,0.1%,"5,632",Initiator
18,19,Breach,0.93, 14.4  /  15.5  /  7.3 ,47.3%,0.7%,197,0.1%,"4,696",Initiator
19,20,KAY/O,0.94, 14.7  /  15.6  /  9.1 ,44.1%,0.6%,205,0.1%,"4,225",Initiator
20,21,Neon,0.99, 16.1  /  16.3  /  4 ,48.3%,0.3%,223,0.2%,"2,311",Duelist
21,22,Harbor,0.93, 14.4  /  15.5  /  6.2 ,42.4%,0.3%,195,0.1%,"1,907",Controller
