,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.76, 10.7  /  14.1  /  6.1 ,50.0%,13.1%,160,0.1%,"228,796",Sentinel
1,2,Reyna,1.01, 14.7  /  14.5  /  4.5 ,49.7%,11.1%,217,0.1%,"193,700",Duelist
2,3,Raze,0.9, 13.2  /  14.7  /  4.7 ,49.5%,7.4%,202,0.1%,"130,026",Duelist
3,4,Jett,0.92, 13.5  /  14.6  /  3.9 ,48.9%,6.5%,201,0.1%,"113,211",Duelist
4,5,Omen,0.84, 12.2  /  14.6  /  4.7 ,48.4%,6.2%,179,0.1%,"107,866",Controller
5,6,Gekko,0.78, 11.4  /  14.5  /  4.5 ,49.0%,5.4%,168,0.1%,"93,773",Initiator
6,7,Phoenix,0.9, 13  /  14.4  /  4.3 ,48.1%,5.1%,194,0.1%,"89,092",Duelist
7,8,Yoru,0.84, 12.3  /  14.7  /  4.3 ,47.0%,4.9%,181,0.1%,"84,857",Duelist
8,9,Killjoy,0.85, 11.6  /  13.7  /  4 ,51.3%,4.6%,175,0.1%,"80,275",Sentinel
9,10,Neon,0.86, 12.8  /  15  /  4.1 ,48.4%,4.5%,192,0.1%,"79,218",Duelist
10,11,Brimstone,0.85, 12.1  /  14.2  /  5.9 ,50.0%,4.3%,182,0.1%,"75,894",Controller
11,12,Fade,0.77, 11.2  /  14.5  /  5.9 ,48.5%,4.2%,168,0.1%,"73,441",Initiator
12,13,Sova,0.79, 11.3  /  14.4  /  4.8 ,47.2%,3.9%,171,0.1%,"68,867",Initiator
13,14,Skye,0.78, 11.2  /  14.3  /  6.8 ,49.7%,3.9%,169,0.1%,"67,823",Initiator
14,15,Viper,0.81, 11.5  /  14.3  /  4.8 ,48.6%,3.7%,173,0.1%,"64,180",Controller
15,16,Cypher,0.85, 11.8  /  13.9  /  4.7 ,49.3%,2.8%,173,0.1%,"48,233",Sentinel
16,17,KAY/O,0.77, 11.3  /  14.7  /  7.5 ,48.4%,2.8%,173,0.1%,"48,129",Initiator
17,18,Chamber,0.9, 12.8  /  14.2  /  3.5 ,48.8%,2.1%,187,0.1%,"36,593",Sentinel
18,19,Breach,0.84, 12.3  /  14.6  /  5.4 ,49.7%,2.1%,183,0.1%,"35,864",Initiator
19,20,Harbor,0.78, 11.4  /  14.6  /  5 ,47.8%,1.0%,169,0.1%,"17,991",Controller
20,21,Astra,0.88, 12.2  /  13.9  /  4.4 ,48.2%,0.5%,179,0.1%,"8,509",Controller
