,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.4  /  16.2  /  3.7 ,49.0%,12.4%,239,0.2%,"176,957"
1,2,Omen,1, 15.1  /  15.1  /  8.1 ,48.8%,11.3%,207,0.1%,"160,981"
2,3,Raze,1.05, 17  /  16.2  /  4.9 ,49.6%,10.9%,245,0.2%,"155,899"
3,4,Skye,0.96, 14.5  /  15.1  /  8 ,49.7%,10.2%,199,0.1%,"145,593"
4,5,Sage,0.97, 14.5  /  15  /  7.5 ,51.1%,10.0%,200,0.1%,"142,735"
5,6,Reyna,1.12, 17.7  /  15.7  /  4.4 ,49.9%,8.5%,242,0.2%,"121,844"
6,7,Cypher,1.02, 14.9  /  14.7  /  4.6 ,48.3%,5.4%,201,0.1%,"77,369"
7,8,Deadlock,1.02, 15.4  /  15.2  /  3.9 ,48.8%,4.3%,215,0.1%,"61,753"
8,9,Killjoy,1.02, 14.8  /  14.5  /  3.6 ,49.1%,4.2%,204,0.1%,"59,609"
9,10,Astra,1.05, 15.5  /  14.7  /  7.2 ,48.8%,3.6%,210,0.1%,"51,444"
10,11,Brimstone,0.98, 14.8  /  15.1  /  9.7 ,51.2%,3.5%,210,0.1%,"49,558"
11,12,Chamber,1.09, 16.5  /  15.2  /  2.9 ,48.1%,2.9%,221,0.2%,"41,351"
12,13,Breach,0.95, 14.5  /  15.3  /  7.5 ,48.7%,2.4%,199,0.1%,"34,424"
13,14,Phoenix,1.09, 17  /  15.7  /  4.7 ,49.5%,1.9%,236,0.2%,"27,565"
14,15,KAY/O,0.93, 14.6  /  15.6  /  9 ,45.9%,1.7%,206,0.1%,"24,921"
15,16,Gekko,0.95, 14.5  /  15.2  /  4.7 ,49.6%,1.4%,195,0.1%,"19,883"
16,17,Fade,0.97, 14.7  /  15.1  /  6.2 ,48.3%,1.4%,201,0.1%,"19,280"
17,18,Viper,1.04, 15.4  /  14.8  /  5.7 ,49.1%,1.1%,212,0.1%,"15,242"
18,19,Sova,1, 14.9  /  14.9  /  5.5 ,47.5%,1.0%,207,0.1%,"14,706"
19,20,Yoru,1.02, 16.1  /  15.8  /  4.4 ,46.3%,0.9%,221,0.2%,"13,354"
20,21,Neon,0.98, 16.2  /  16.5  /  4.1 ,47.0%,0.6%,224,0.2%,"8,274"
21,22,Harbor,0.93, 14.2  /  15.4  /  6.2 ,44.9%,0.2%,196,0.1%,"2,383"
