,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.2, 18.3  /  15.3  /  4.5 ,51.2%,11.9%,256,0.1%,"33,906",Duelist
1,2,Jett,1.12, 17.6  /  15.6  /  3.9 ,49.4%,9.8%,246,0.1%,"28,027",Duelist
2,3,Brimstone,1.0, 14.5  /  14.6  /  8.1 ,51.4%,9.2%,208,0.1%,"26,173",Controller
3,4,Sage,0.91, 13.4  /  14.7  /  7 ,50.2%,8.5%,189,0.1%,"24,389",Sentinel
4,5,Breach,0.96, 14.6  /  15.3  /  6.6 ,48.9%,8.4%,204,0.1%,"23,921",Initiator
5,6,Killjoy,1.0, 14.3  /  14.2  /  4.1 ,50.5%,7.6%,202,0.2%,"21,839",Sentinel
6,7,Raze,1.07, 16.7  /  15.5  /  4.7 ,49.9%,6.6%,241,0.1%,"18,924",Duelist
7,8,Viper,0.98, 14.4  /  14.6  /  5.6 ,48.5%,4.3%,203,0.2%,"12,219",Controller
8,9,Fade,0.96, 14.3  /  14.9  /  6.3 ,49.5%,4.2%,201,0.1%,"12,133",Initiator
9,10,Cypher,1.0, 14.7  /  14.6  /  5 ,49.0%,3.9%,202,0.1%,"11,257",Sentinel
10,11,Omen,0.96, 14.5  /  15.1  /  6.4 ,45.9%,3.9%,204,0.1%,"11,170",Controller
11,12,Skye,0.93, 14  /  15  /  7.2 ,47.5%,3.6%,197,0.1%,"10,170",Initiator
12,13,Neon,1.02, 16.5  /  16.3  /  4.4 ,49.1%,3.3%,233,0.1%,"9,487",Duelist
13,14,KAY/O,0.93, 14.3  /  15.4  /  8.6 ,46.9%,3.2%,206,0.1%,"9,229",Initiator
14,15,Phoenix,1.13, 17.1  /  15.1  /  4.6 ,51.0%,3.0%,242,0.1%,"8,706",Duelist
15,16,Chamber,1.1, 16.4  /  14.9  /  3.1 ,49.7%,2.9%,223,0.1%,"8,159",Sentinel
16,17,Sova,0.96, 14.2  /  14.8  /  5.3 ,50.0%,2.1%,202,0.1%,"5,946",Initiator
17,18,Yoru,1.01, 15.7  /  15.5  /  4.4 ,47.3%,1.4%,219,0.1%,"3,872",Duelist
18,19,Astra,1.02, 15  /  14.7  /  6.1 ,48.0%,1.2%,205,0.1%,"3,423",Controller
19,20,Harbor,0.92, 13.9  /  15.1  /  5.8 ,46.2%,1.0%,193,0.1%,"2,952",Controller
