,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.5  /  16  /  3.6 ,49.0%,15.1%,238,0.2%,"132,685"
1,2,Brimstone,0.99, 14.7  /  14.8  /  9.7 ,50.3%,14.3%,205,0.1%,"125,828"
2,3,Breach,0.93, 14.3  /  15.3  /  7.7 ,48.7%,13.0%,195,0.1%,"114,284"
3,4,Reyna,1.14, 17.7  /  15.6  /  4.3 ,50.3%,8.8%,241,0.2%,"77,716"
4,5,Raze,1.06, 16.8  /  15.9  /  4.6 ,49.4%,8.3%,238,0.2%,"73,539"
5,6,Killjoy,1.04, 15  /  14.4  /  3.5 ,50.6%,7.1%,203,0.1%,"62,718"
6,7,Chamber,1.1, 16.7  /  15.1  /  2.7 ,48.4%,5.0%,221,0.2%,"43,708"
7,8,Cypher,1.03, 15.1  /  14.7  /  4.6 ,49.4%,4.5%,203,0.1%,"39,645"
8,9,Deadlock,1.02, 15.4  /  15.1  /  3.8 ,48.7%,3.7%,212,0.1%,"32,764"
9,10,Skye,0.95, 14.4  /  15.1  /  7.5 ,49.6%,3.1%,197,0.1%,"26,942"
10,11,Sage,0.95, 14.2  /  14.9  /  6.7 ,49.9%,2.7%,194,0.1%,"23,674"
11,12,Fade,0.97, 14.6  /  15.1  /  6.2 ,48.4%,2.0%,198,0.1%,"17,997"
12,13,Viper,1, 14.9  /  15  /  5.8 ,47.0%,2.0%,205,0.1%,"17,779"
13,14,Neon,1.01, 16.7  /  16.5  /  4.3 ,48.5%,1.9%,230,0.2%,"16,706"
14,15,Omen,0.96, 14.7  /  15.3  /  7.4 ,44.4%,1.6%,201,0.1%,"14,135"
15,16,Phoenix,1.11, 17.2  /  15.4  /  4.6 ,51.0%,1.6%,236,0.2%,"14,133"
16,17,KAY/O,0.93, 14.6  /  15.6  /  9.5 ,45.4%,1.5%,204,0.1%,"12,895"
17,18,Gekko,0.95, 14.3  /  15.1  /  4.6 ,49.2%,1.1%,191,0.1%,"9,254"
18,19,Yoru,1.03, 16.1  /  15.7  /  4.3 ,48.2%,1.0%,221,0.2%,"8,443"
19,20,Astra,1.04, 15.2  /  14.7  /  6.9 ,48.4%,0.9%,206,0.1%,"8,159"
20,21,Sova,1, 14.8  /  14.8  /  5.7 ,48.8%,0.6%,205,0.1%,"5,233"
21,22,Harbor,0.9, 13.8  /  15.4  /  6.3 ,41.7%,0.3%,190,0.1%,"2,496"
