,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.3  /  15.8  /  3.7 ,49.3%,11.4%,239,0.2%,"273,617",Duelist
1,2,Brimstone,0.98, 14.5  /  14.7  /  8.8 ,51.0%,11.0%,204,0.1%,"263,891",Controller
2,3,Reyna,1.15, 17.7  /  15.4  /  4.4 ,50.1%,10.5%,245,0.2%,"251,348",Duelist
3,4,Breach,0.93, 14.2  /  15.3  /  6.9 ,49.1%,9.0%,197,0.1%,"216,554",Initiator
4,5,Raze,1.05, 16.6  /  15.7  /  4.7 ,49.8%,6.7%,237,0.2%,"161,699",Duelist
5,6,Killjoy,1.0, 14.4  /  14.3  /  3.8 ,50.6%,6.4%,199,0.1%,"153,693",Sentinel
6,7,Sage,0.91, 13.5  /  14.8  /  6.8 ,50.3%,5.3%,188,0.1%,"126,071",Sentinel
7,8,Skye,0.93, 14  /  15  /  7.3 ,49.0%,4.6%,194,0.1%,"110,853",Initiator
8,9,Deadlock,0.99, 14.9  /  15.1  /  3.9 ,48.5%,4.6%,207,0.1%,"110,645",Sentinel
9,10,Chamber,1.09, 16.3  /  14.9  /  2.9 ,48.7%,4.3%,220,0.2%,"103,599",Sentinel
10,11,Omen,0.95, 14.4  /  15.2  /  6.9 ,46.1%,4.0%,200,0.1%,"95,443",Controller
11,12,Cypher,1.0, 14.6  /  14.6  /  4.8 ,49.2%,3.7%,200,0.1%,"87,573",Sentinel
12,13,Viper,0.97, 14.4  /  14.7  /  5.7 ,48.6%,2.8%,200,0.1%,"67,112",Controller
13,14,Fade,0.95, 14.2  /  14.9  /  6.2 ,49.9%,2.5%,196,0.1%,"60,761",Initiator
14,15,Phoenix,1.1, 16.9  /  15.3  /  4.5 ,49.8%,2.5%,236,0.2%,"60,151",Duelist
15,16,Neon,1.01, 16.4  /  16.2  /  4.3 ,48.5%,2.3%,229,0.2%,"54,318",Duelist
16,17,Gekko,0.92, 13.8  /  15  /  4.7 ,49.0%,2.2%,189,0.1%,"52,202",Initiator
17,18,KAY/O,0.91, 14.1  /  15.5  /  8.8 ,45.7%,2.0%,201,0.1%,"47,619",Initiator
18,19,Sova,0.96, 14.3  /  14.8  /  5.4 ,47.8%,1.3%,201,0.1%,"31,069",Initiator
19,20,Astra,1.02, 15  /  14.7  /  6.4 ,47.6%,1.2%,204,0.1%,"29,453",Controller
20,21,Yoru,1.0, 15.5  /  15.5  /  4.3 ,46.8%,1.2%,216,0.2%,"28,232",Duelist
21,22,Harbor,0.9, 13.8  /  15.3  /  6 ,43.9%,0.6%,190,0.1%,"13,199",Controller
