,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.15, 17.8  /  15.5  /  3.9 ,51.0%,13.2%,248,0.2%,"2,327,181"
1,2,Chamber,1.12, 16.6  /  14.8  /  3.3 ,51.0%,12.0%,225,0.2%,"2,101,353"
2,3,Sage,0.94, 13.8  /  14.8  /  6.7 ,50.9%,10.3%,194,0.1%,"1,809,276"
3,4,Jett,1.09, 17.4  /  16  /  3.7 ,50.1%,9.3%,242,0.2%,"1,630,827"
4,5,Raze,1.05, 16.6  /  15.8  /  4.8 ,50.9%,7.2%,241,0.2%,"1,260,210"
5,6,Omen,0.99, 14.9  /  15.2  /  5.5 ,49.5%,7.1%,207,0.1%,"1,238,943"
6,7,Viper,0.99, 14.4  /  14.6  /  5.3 ,51.0%,5.4%,201,0.1%,"950,844"
7,8,Brimstone,0.98, 14.6  /  14.9  /  7 ,51.8%,5.3%,207,0.1%,"934,881"
8,9,Fade,0.96, 14.5  /  15.1  /  6.9 ,51.1%,5.2%,204,0.1%,"915,144"
9,10,Sova,0.98, 14.4  /  14.7  /  5.5 ,50.1%,4.7%,204,0.1%,"821,712"
10,11,Skye,0.96, 14.5  /  15.1  /  5.9 ,49.7%,4.1%,202,0.1%,"721,140"
11,12,KAY/O,0.93, 14.3  /  15.5  /  7.5 ,46.9%,3.4%,205,0.1%,"597,618"
12,13,Killjoy,0.99, 14.2  /  14.3  /  3.9 ,50.5%,3.3%,200,0.1%,"571,455"
13,14,Neon,1.04, 16.7  /  16.2  /  3.9 ,48.8%,2.2%,236,0.2%,"393,720"
14,15,Breach,0.94, 14.4  /  15.3  /  5.3 ,50.3%,2.2%,201,0.1%,"388,059"
15,16,Cypher,0.99, 14.4  /  14.6  /  4.4 ,49.1%,1.7%,198,0.1%,"300,951"
16,17,Yoru,1.01, 15.8  /  15.6  /  3.5 ,46.8%,1.4%,220,0.2%,"251,634"
17,18,Phoenix,1.05, 16.4  /  15.5  /  3.8 ,49.0%,1.0%,231,0.2%,"178,704"
18,19,Astra,1.01, 14.9  /  14.7  /  5.4 ,50.6%,1.0%,205,0.1%,"172,533"
