,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  15.9  /  3.6 ,49.5%,13.8%,239,0.2%,"194,875"
1,2,Brimstone,0.99, 14.7  /  14.8  /  9.3 ,51.0%,13.1%,205,0.1%,"186,000"
2,3,Breach,0.93, 14.3  /  15.3  /  7.4 ,49.0%,11.5%,196,0.1%,"162,121"
3,4,Reyna,1.14, 17.8  /  15.6  /  4.3 ,50.4%,9.3%,242,0.2%,"132,052"
4,5,Raze,1.05, 16.7  /  15.9  /  4.6 ,49.4%,7.6%,237,0.2%,"107,608"
5,6,Killjoy,1.03, 14.8  /  14.4  /  3.6 ,50.5%,6.7%,202,0.1%,"95,105"
6,7,Chamber,1.1, 16.5  /  15.1  /  2.8 ,48.5%,4.9%,220,0.2%,"68,732"
7,8,Deadlock,1.01, 15.3  /  15.1  /  3.9 ,48.8%,4.2%,208,0.1%,"59,217"
8,9,Cypher,1.02, 15  /  14.7  /  4.7 ,49.6%,4.1%,202,0.1%,"58,360"
9,10,Skye,0.95, 14.3  /  15.1  /  7.4 ,49.1%,3.7%,196,0.1%,"52,984"
10,11,Sage,0.94, 14  /  14.9  /  6.8 ,50.2%,3.4%,192,0.1%,"48,749"
11,12,Viper,1, 14.8  /  14.8  /  5.8 ,48.5%,2.5%,204,0.1%,"35,165"
12,13,Omen,0.96, 14.6  /  15.2  /  7.3 ,45.5%,2.4%,200,0.1%,"34,273"
13,14,Fade,0.97, 14.6  /  15  /  6.2 ,48.7%,2.3%,198,0.1%,"32,677"
14,15,Neon,1, 16.5  /  16.4  /  4.3 ,48.3%,2.0%,229,0.2%,"28,868"
15,16,Phoenix,1.1, 17  /  15.4  /  4.6 ,50.4%,1.9%,235,0.2%,"27,601"
16,17,KAY/O,0.93, 14.4  /  15.5  /  9.2 ,45.3%,1.7%,202,0.1%,"24,140"
17,18,Gekko,0.94, 14.2  /  15  /  4.7 ,49.4%,1.5%,191,0.1%,"20,895"
18,19,Astra,1.02, 15.1  /  14.8  /  6.7 ,46.7%,1.1%,205,0.1%,"15,039"
19,20,Yoru,1.01, 15.9  /  15.7  /  4.4 ,46.8%,1.0%,218,0.2%,"14,062"
20,21,Sova,0.99, 14.6  /  14.8  /  5.6 ,48.6%,0.8%,204,0.1%,"11,699"
21,22,Harbor,0.92, 14.1  /  15.3  /  6.2 ,42.9%,0.4%,192,0.1%,"5,248"
