,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 17.5  /  15  /  4.6 ,50.9%,12.1%,250,0.1%,"36,877",Duelist
1,2,Sage,0.9, 13  /  14.5  /  6.8 ,50.8%,11.6%,188,0.1%,"35,309",Sentinel
2,3,Omen,0.97, 14.4  /  14.8  /  5.6 ,49.6%,7.2%,205,0.1%,"21,988",Controller
3,4,Raze,1.04, 15.8  /  15.2  /  5.1 ,50.8%,7.2%,237,0.1%,"21,936",Duelist
4,5,Jett,1.08, 16.6  /  15.3  /  4 ,49.9%,7.1%,238,0.1%,"21,721",Duelist
5,6,Killjoy,0.97, 13.6  /  14  /  4 ,50.2%,6.7%,197,0.2%,"20,537",Sentinel
6,7,Skye,0.91, 13.4  /  14.7  /  7.4 ,48.9%,5.2%,195,0.1%,"15,930",Initiator
7,8,Brimstone,0.96, 14.2  /  14.7  /  7 ,51.1%,4.5%,207,0.1%,"13,884",Controller
8,9,Fade,0.92, 13.6  /  14.8  /  6.1 ,49.8%,4.5%,196,0.1%,"13,640",Initiator
9,10,Phoenix,1.08, 16  /  14.8  /  4.5 ,49.9%,4.1%,233,0.1%,"12,529",Duelist
10,11,KAY/O,0.88, 13.4  /  15.1  /  8.3 ,46.6%,3.9%,198,0.1%,"11,976",Initiator
11,12,Sova,0.96, 13.9  /  14.5  /  5.2 ,49.2%,3.8%,202,0.1%,"11,589",Initiator
12,13,Breach,0.93, 14.1  /  15.1  /  6.1 ,50.0%,3.5%,202,0.1%,"10,655",Initiator
13,14,Viper,0.96, 13.9  /  14.5  /  5.3 ,49.0%,3.4%,201,0.1%,"10,359",Controller
14,15,Neon,0.99, 15.5  /  15.7  /  4.3 ,49.2%,3.3%,224,0.1%,"10,009",Duelist
15,16,Cypher,0.97, 13.7  /  14.2  /  4.8 ,48.0%,3.2%,195,0.2%,"9,698",Sentinel
16,17,Chamber,1.06, 15.4  /  14.5  /  3.4 ,49.9%,3.0%,217,0.1%,"9,079",Sentinel
17,18,Yoru,0.96, 14.7  /  15.2  /  4.2 ,45.4%,2.6%,210,0.1%,"7,974",Duelist
18,19,Harbor,0.89, 13.4  /  15  /  5.6 ,47.0%,2.0%,192,0.1%,"5,985",Controller
19,20,Astra,1.0, 14.5  /  14.5  /  5.3 ,49.1%,1.3%,205,0.1%,"3,884",Controller
