,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 17.7  /  16  /  3.9 ,49.5%,12.6%,247,0.1%,"31,974",Duelist
1,2,Sage,0.91, 13.6  /  14.9  /  7.1 ,50.4%,12.5%,189,0.1%,"31,577",Sentinel
2,3,Reyna,1.15, 18  /  15.7  /  4.3 ,50.1%,11.7%,251,0.1%,"29,605",Duelist
3,4,Viper,1.01, 14.8  /  14.7  /  5.6 ,50.7%,10.9%,206,0.2%,"27,639",Controller
4,5,Sova,0.98, 14.5  /  14.8  /  5.4 ,50.2%,9.5%,203,0.1%,"24,120",Initiator
5,6,Killjoy,1.0, 14.3  /  14.3  /  3.8 ,50.3%,6.5%,200,0.2%,"16,378",Sentinel
6,7,Raze,1.03, 16.5  /  16.1  /  4.5 ,48.2%,6.3%,237,0.1%,"16,025",Duelist
7,8,Omen,0.97, 15.1  /  15.5  /  5.7 ,48.0%,4.6%,209,0.1%,"11,566",Controller
8,9,KAY/O,0.92, 14.3  /  15.6  /  8.6 ,45.2%,3.8%,205,0.1%,"9,750",Initiator
9,10,Chamber,1.07, 16  /  15  /  3 ,47.5%,3.1%,217,0.1%,"7,871",Sentinel
10,11,Skye,0.93, 14.1  /  15.2  /  7.3 ,48.2%,3.0%,198,0.1%,"7,720",Initiator
11,12,Fade,0.94, 14.4  /  15.3  /  6.3 ,49.8%,3.0%,201,0.1%,"7,710",Initiator
12,13,Phoenix,1.08, 16.6  /  15.5  /  4.3 ,48.4%,2.5%,235,0.1%,"6,308",Duelist
13,14,Brimstone,0.94, 14.2  /  15.2  /  7 ,47.8%,2.3%,202,0.1%,"5,912",Controller
14,15,Neon,1.0, 16.6  /  16.5  /  4.1 ,48.6%,1.6%,232,0.1%,"4,064",Duelist
15,16,Harbor,0.91, 14  /  15.3  /  5.8 ,45.8%,1.6%,193,0.1%,"4,060",Controller
16,17,Cypher,0.97, 14.2  /  14.7  /  4.3 ,47.4%,1.4%,197,0.2%,"3,650",Sentinel
17,18,Yoru,0.99, 15.7  /  15.8  /  4.1 ,45.5%,1.2%,217,0.1%,"3,110",Duelist
18,19,Breach,0.91, 14.3  /  15.8  /  6 ,46.9%,1.2%,199,0.1%,"3,094",Initiator
19,20,Astra,1.01, 14.8  /  14.6  /  5.1 ,47.5%,0.6%,205,0.2%,"1,459",Controller
