,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.93, 13.9  /  14.9  /  7.7 ,50.9%,12.6%,195,0.1%,"27,991",Sentinel
1,2,Reyna,1.13, 17.8  /  15.7  /  4.6 ,49.4%,10.4%,248,0.1%,"23,007",Duelist
2,3,Raze,1.06, 17  /  15.9  /  5 ,49.8%,9.0%,246,0.1%,"19,975",Duelist
3,4,Jett,1.07, 17.2  /  16.1  /  3.9 ,48.9%,8.7%,239,0.1%,"19,418",Duelist
4,5,Omen,0.99, 15.1  /  15.2  /  7 ,49.1%,8.5%,210,0.1%,"18,810",Controller
5,6,Killjoy,1.0, 14.4  /  14.4  /  4 ,50.2%,6.5%,203,0.2%,"14,498",Sentinel
6,7,Gekko,0.95, 14.3  /  15  /  4.9 ,49.5%,5.6%,196,0.1%,"12,523",Initiator
7,8,Cypher,1.01, 14.8  /  14.6  /  5 ,49.4%,5.1%,203,0.1%,"11,257",Sentinel
8,9,Brimstone,0.98, 14.8  /  15.1  /  8.7 ,51.1%,5.1%,210,0.1%,"11,244",Controller
9,10,Skye,0.95, 14.5  /  15.2  /  7.7 ,48.5%,4.5%,201,0.1%,"9,935",Initiator
10,11,KAY/O,0.92, 14.3  /  15.5  /  8.6 ,45.6%,3.2%,205,0.1%,"7,182",Initiator
11,12,Fade,0.94, 14.2  /  15.1  /  6.1 ,48.8%,3.2%,200,0.1%,"7,025",Initiator
12,13,Phoenix,1.11, 17.1  /  15.5  /  4.8 ,49.8%,2.7%,241,0.1%,"6,090",Duelist
13,14,Viper,0.99, 14.8  /  14.8  /  5.7 ,48.6%,2.6%,206,0.1%,"5,773",Controller
14,15,Astra,1.04, 15.4  /  14.8  /  6.5 ,48.5%,2.5%,211,0.1%,"5,537",Controller
15,16,Breach,0.94, 14.4  /  15.4  /  6.7 ,49.3%,2.4%,201,0.1%,"5,426",Initiator
16,17,Sova,0.99, 14.7  /  14.8  /  5.4 ,50.3%,2.4%,208,0.1%,"5,237",Initiator
17,18,Chamber,1.05, 15.9  /  15.2  /  3.2 ,46.4%,1.9%,218,0.1%,"4,149",Sentinel
18,19,Neon,0.97, 15.9  /  16.5  /  4.4 ,46.0%,1.3%,226,0.1%,"2,886",Duelist
19,20,Yoru,1.02, 15.8  /  15.5  /  4.3 ,43.9%,1.2%,220,0.1%,"2,657",Duelist
20,21,Harbor,0.89, 13.8  /  15.5  /  5.7 ,42.7%,0.7%,193,0.1%,"1,591",Controller
