,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.73, 10.1  /  13.9  /  5.8 ,50.3%,13.0%,151,0.1%,"62,681",Sentinel
1,2,Reyna,0.95, 13.7  /  14.4  /  4.3 ,50.3%,11.0%,204,0.1%,"52,837",Duelist
2,3,Raze,0.87, 12.7  /  14.5  /  4.7 ,49.7%,8.3%,197,0.1%,"40,038",Duelist
3,4,Jett,0.89, 12.7  /  14.3  /  3.5 ,49.3%,7.2%,190,0.1%,"34,664",Duelist
4,5,Omen,0.82, 11.8  /  14.4  /  4.7 ,49.2%,6.4%,173,0.1%,"31,045",Controller
5,6,Phoenix,0.87, 12.3  /  14.2  /  4.1 ,49.2%,5.5%,185,0.1%,"26,393",Duelist
6,7,Yoru,0.8, 11.7  /  14.5  /  4 ,47.2%,5.4%,172,0.1%,"25,970",Duelist
7,8,Sova,0.8, 11.1  /  13.9  /  4.8 ,49.6%,5.0%,168,0.1%,"24,328",Initiator
8,9,Gekko,0.75, 10.7  /  14.4  /  4.2 ,49.5%,5.0%,158,0.1%,"24,219",Initiator
9,10,Killjoy,0.83, 11.1  /  13.4  /  4 ,51.9%,4.5%,171,0.1%,"21,784",Sentinel
10,11,Neon,0.78, 11.6  /  14.8  /  3.7 ,47.8%,4.5%,174,0.1%,"21,633",Duelist
11,12,Fade,0.72, 10.4  /  14.4  /  5.7 ,48.6%,4.2%,157,0.1%,"20,251",Initiator
12,13,Brimstone,0.82, 11.4  /  14  /  5.7 ,50.2%,3.5%,174,0.1%,"16,935",Controller
13,14,Viper,0.77, 10.7  /  14  /  4.5 ,50.1%,3.3%,162,0.1%,"15,971",Controller
14,15,Skye,0.75, 10.5  /  14.1  /  6.7 ,50.1%,3.2%,160,0.1%,"15,629",Initiator
15,16,KAY/O,0.73, 10.7  /  14.5  /  6.9 ,47.8%,2.7%,164,0.1%,"12,902",Initiator
16,17,Cypher,0.81, 11.1  /  13.7  /  4.6 ,49.1%,2.4%,163,0.1%,"11,761",Sentinel
17,18,Chamber,0.87, 12.2  /  14  /  3.3 ,49.5%,2.0%,179,0.1%,"9,597",Sentinel
18,19,Breach,0.8, 11.3  /  14.1  /  5 ,47.9%,1.3%,170,0.1%,"6,258",Initiator
19,20,Harbor,0.71, 10.2  /  14.5  /  4.7 ,46.7%,0.9%,155,0.1%,"4,535",Controller
20,21,Astra,0.88, 11.5  /  13  /  4.3 ,46.2%,0.5%,173,0.1%,"2,611",Controller
