,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 18.1  /  15.4  /  4.5 ,50.2%,12.5%,253,0.2%,"466,522",Duelist
1,2,Jett,1.12, 17.6  /  15.6  /  3.8 ,49.7%,11.3%,245,0.2%,"421,263",Duelist
2,3,Omen,1.0, 15  /  15  /  7 ,48.9%,10.9%,208,0.1%,"405,615",Controller
3,4,Sage,0.92, 13.6  /  14.8  /  6.9 ,50.0%,8.0%,191,0.1%,"300,331",Sentinel
4,5,Raze,1.07, 16.7  /  15.6  /  4.7 ,49.8%,5.5%,241,0.2%,"205,216",Duelist
5,6,Skye,0.95, 14.2  /  15  /  7.5 ,49.6%,5.4%,200,0.1%,"202,594",Initiator
6,7,Killjoy,1.0, 14.3  /  14.3  /  3.6 ,50.4%,5.3%,200,0.1%,"197,782",Sentinel
7,8,Brimstone,0.98, 14.4  /  14.8  /  8.3 ,50.9%,5.2%,206,0.1%,"194,960",Controller
8,9,Sova,1.0, 14.6  /  14.5  /  5.4 ,49.6%,5.2%,205,0.1%,"194,697",Initiator
9,10,Deadlock,1.0, 14.9  /  15  /  3.9 ,49.2%,4.8%,218,0.1%,"178,770",Sentinel
10,11,Phoenix,1.14, 17.4  /  15.2  /  4.5 ,51.1%,3.7%,245,0.2%,"138,416",Duelist
11,12,Chamber,1.09, 16.1  /  14.7  /  3 ,48.7%,3.5%,219,0.2%,"132,191",Sentinel
12,13,Cypher,1.02, 14.7  /  14.5  /  4.7 ,49.4%,3.0%,203,0.1%,"110,542",Sentinel
13,14,Breach,0.96, 14.6  /  15.3  /  6.4 ,49.0%,2.8%,204,0.1%,"104,446",Initiator
14,15,Gekko,0.95, 14.2  /  15  /  4.9 ,49.8%,2.6%,196,0.1%,"96,882",Initiator
15,16,KAY/O,0.92, 14.2  /  15.4  /  8.6 ,45.8%,2.0%,205,0.1%,"75,303",Initiator
16,17,Fade,0.95, 14.3  /  15  /  6.4 ,49.3%,2.0%,201,0.1%,"74,002",Initiator
17,18,Neon,1.01, 16.2  /  16.1  /  4.1 ,48.0%,1.5%,230,0.2%,"57,642",Duelist
18,19,Yoru,1.03, 15.9  /  15.5  /  4.3 ,47.1%,1.5%,221,0.2%,"57,222",Duelist
19,20,Astra,1.04, 15.1  /  14.6  /  6.2 ,48.6%,1.5%,208,0.1%,"54,844",Controller
20,21,Viper,0.99, 14.5  /  14.7  /  5.6 ,48.7%,1.3%,205,0.1%,"47,754",Controller
21,22,Harbor,0.92, 14  /  15.2  /  5.8 ,45.2%,0.4%,197,0.1%,"15,001",Controller
