,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.2  /  3.6 ,49.2%,16.2%,237,0.2%,"231,852"
1,2,Omen,0.98, 14.9  /  15.1  /  9.2 ,48.5%,12.4%,203,0.1%,"177,318"
2,3,Sova,1.02, 14.9  /  14.6  /  6.2 ,50.1%,11.6%,207,0.1%,"165,863"
3,4,Reyna,1.1, 17.5  /  15.8  /  4.5 ,49.7%,9.8%,239,0.2%,"140,415"
4,5,Killjoy,1.01, 14.7  /  14.5  /  3.6 ,49.5%,9.3%,200,0.1%,"132,796"
5,6,Raze,1.02, 16.4  /  16.1  /  5 ,49.3%,4.4%,235,0.2%,"63,224"
6,7,Brimstone,0.97, 14.5  /  15  /  10.5 ,52.2%,4.4%,205,0.1%,"62,892"
7,8,KAY/O,0.93, 14.5  /  15.6  /  9.4 ,45.3%,4.0%,203,0.1%,"57,590"
8,9,Deadlock,1, 15.2  /  15.1  /  3.8 ,49.2%,4.0%,219,0.1%,"57,295"
9,10,Skye,0.94, 14.4  /  15.3  /  7.9 ,48.7%,3.6%,198,0.1%,"51,708"
10,11,Sage,0.95, 14.2  /  14.9  /  7 ,50.7%,3.4%,195,0.1%,"49,250"
11,12,Chamber,1.07, 16.4  /  15.3  /  2.8 ,48.4%,3.3%,218,0.2%,"47,284"
12,13,Phoenix,1.09, 17.2  /  15.8  /  4.9 ,50.6%,3.3%,239,0.2%,"47,133"
13,14,Cypher,1.01, 14.8  /  14.6  /  4.9 ,49.8%,2.9%,199,0.1%,"41,682"
14,15,Astra,1.03, 15.4  /  14.9  /  8.1 ,49.1%,2.0%,208,0.1%,"28,975"
15,16,Fade,0.96, 14.5  /  15.1  /  6.8 ,48.2%,1.5%,199,0.1%,"22,033"
16,17,Breach,0.93, 14.4  /  15.5  /  7.5 ,47.5%,1.1%,199,0.1%,"15,100"
17,18,Yoru,1.02, 16.1  /  15.8  /  4.4 ,47.9%,0.9%,220,0.2%,"13,014"
18,19,Gekko,0.92, 14.1  /  15.3  /  4.8 ,46.8%,0.8%,191,0.1%,"10,926"
19,20,Neon,0.97, 16  /  16.5  /  4.1 ,44.8%,0.5%,221,0.2%,"7,081"
20,21,Viper,1.01, 14.9  /  14.7  /  5.9 ,48.1%,0.4%,206,0.1%,"5,034"
21,22,Harbor,0.93, 14.4  /  15.6  /  6.6 ,43.2%,0.1%,197,"1,874",
