,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16  /  3.8 ,49.1%,11.2%,240,0.1%,"24,708"
1,2,Reyna,1.12, 17.8  /  15.8  /  4.7 ,50.8%,10.8%,245,0.1%,"23,848"
2,3,Killjoy,1.01, 14.4  /  14.3  /  3.9 ,49.9%,10.6%,201,0.2%,"23,303"
3,4,Omen,0.98, 14.9  /  15.2  /  8 ,49.2%,9.2%,205,0.1%,"20,385"
4,5,Sage,0.92, 13.8  /  14.9  /  7.2 ,50.6%,7.9%,191,0.1%,"17,443"
5,6,Sova,1.02, 14.9  /  14.6  /  6 ,50.2%,7.2%,208,0.2%,"15,963"
6,7,Brimstone,0.97, 14.5  /  15  /  9.3 ,51.5%,6.2%,207,0.1%,"13,601"
7,8,Gekko,0.94, 14.3  /  15.2  /  5.1 ,48.3%,5.7%,195,0.1%,"12,645"
8,9,Raze,1.04, 16.6  /  15.9  /  5.1 ,49.6%,5.5%,240,0.1%,"12,190"
9,10,KAY/O,0.92, 14.4  /  15.6  /  8.8 ,45.7%,3.7%,204,0.1%,"8,074"
10,11,Phoenix,1.1, 17.3  /  15.7  /  4.9 ,51.2%,3.3%,241,0.1%,"7,351"
11,12,Fade,0.94, 14.2  /  15.1  /  6.5 ,48.1%,3.1%,197,0.1%,"6,822"
12,13,Cypher,1, 14.6  /  14.6  /  5.2 ,49.9%,3.0%,198,0.2%,"6,555"
13,14,Skye,0.92, 14  /  15.2  /  7.7 ,47.7%,2.7%,196,0.1%,"5,936"
14,15,Chamber,1.08, 16.4  /  15.2  /  3.1 ,49.1%,2.1%,222,0.1%,"4,536"
15,16,Astra,1.03, 15.2  /  14.7  /  7.4 ,49.9%,2.0%,208,0.1%,"4,488"
16,17,Viper,0.98, 14.5  /  14.8  /  5.9 ,48.1%,1.5%,202,0.2%,"3,394"
17,18,Breach,0.94, 14.6  /  15.5  /  6.7 ,47.6%,1.4%,204,0.1%,"3,067"
18,19,Neon,0.99, 16  /  16.3  /  4.2 ,46.8%,1.2%,226,0.1%,"2,600"
19,20,Yoru,1.04, 16.2  /  15.7  /  4.5 ,47.6%,1.1%,223,0.1%,"2,327"
20,21,Harbor,0.9, 13.9  /  15.4  /  6.1 ,46.9%,0.6%,193,0.1%,"1,351"
