,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.94, 13.9  /  14.8  /  7.5 ,50.9%,11.9%,195,0.1%,"978,010"
1,2,Reyna,1.16, 18  /  15.5  /  4.5 ,50.4%,11.1%,252,0.1%,"913,635"
2,3,Jett,1.1, 17.4  /  15.9  /  3.9 ,49.2%,9.8%,244,0.1%,"809,679"
3,4,Omen,1, 15.2  /  15.1  /  6.9 ,49.1%,9.3%,210,0.1%,"764,255"
4,5,Raze,1.07, 16.9  /  15.8  /  5 ,50.3%,9.0%,246,0.1%,"742,673"
5,6,Killjoy,1.01, 14.5  /  14.4  /  3.9 ,49.7%,6.2%,204,0.1%,"508,166"
6,7,Skye,0.96, 14.3  /  14.9  /  7.8 ,49.8%,6.2%,200,0.1%,"507,963"
7,8,Cypher,1.02, 14.8  /  14.5  /  4.9 ,49.0%,4.9%,203,0.1%,"401,312"
8,9,Brimstone,0.98, 14.6  /  14.9  /  8.4 ,50.6%,4.9%,209,0.1%,"400,439"
9,10,Gekko,0.94, 14.2  /  15.1  /  4.7 ,49.3%,3.6%,196,0.1%,"292,866"
10,11,Phoenix,1.11, 17.1  /  15.4  /  4.7 ,50.0%,3.1%,242,0.1%,"256,183"
11,12,Chamber,1.08, 16.1  /  15  /  3.1 ,48.0%,2.6%,220,0.1%,"215,700"
12,13,KAY/O,0.92, 14.2  /  15.5  /  8.5 ,46.2%,2.6%,204,0.1%,"214,222"
13,14,Viper,1, 14.7  /  14.7  /  5.6 ,48.8%,2.6%,206,0.1%,"212,317"
14,15,Fade,0.95, 14.3  /  15  /  6.1 ,49.1%,2.4%,200,0.1%,"195,091"
15,16,Sova,0.99, 14.6  /  14.8  /  5.3 ,48.3%,2.4%,207,0.1%,"194,926"
16,17,Breach,0.95, 14.6  /  15.4  /  6.4 ,48.2%,2.3%,204,0.1%,"190,219"
17,18,Astra,1.05, 15.4  /  14.6  /  6.3 ,49.7%,2.2%,212,0.1%,"185,139"
18,19,Neon,0.99, 16  /  16.2  /  4.2 ,47.0%,1.3%,226,0.1%,"110,311"
19,20,Yoru,1.02, 15.8  /  15.5  /  4.6 ,46.6%,1.3%,220,0.1%,"104,899"
20,21,Harbor,0.92, 14  /  15.3  /  5.8 ,45.5%,0.6%,195,0.1%,"47,294"
