,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.93, 13.8  /  14.8  /  7.5 ,50.7%,12.6%,194,0.1%,"39,082",Sentinel
1,2,Reyna,1.16, 18  /  15.5  /  4.5 ,49.9%,11.3%,252,0.1%,"35,091",Duelist
2,3,Raze,1.07, 16.9  /  15.9  /  5 ,50.7%,9.3%,246,0.1%,"28,705",Duelist
3,4,Jett,1.08, 17.2  /  15.9  /  3.9 ,49.0%,9.1%,241,0.1%,"28,112",Duelist
4,5,Omen,0.99, 15.1  /  15.2  /  6.7 ,49.2%,8.1%,210,0.1%,"25,172",Controller
5,6,Killjoy,1.01, 14.5  /  14.4  /  4 ,49.9%,6.7%,205,0.2%,"20,780",Sentinel
6,7,Skye,0.94, 14.2  /  15  /  7.7 ,49.5%,5.1%,199,0.1%,"15,954",Initiator
7,8,Brimstone,0.96, 14.4  /  15  /  8.2 ,49.3%,5.0%,207,0.1%,"15,466",Controller
8,9,Cypher,1.02, 14.7  /  14.4  /  4.9 ,49.2%,5.0%,203,0.1%,"15,356",Sentinel
9,10,Fade,0.95, 14.3  /  15  /  6.1 ,50.2%,3.8%,200,0.1%,"11,645",Initiator
10,11,KAY/O,0.93, 14.2  /  15.4  /  8.4 ,46.9%,3.6%,205,0.1%,"11,126",Initiator
11,12,Phoenix,1.11, 17.1  /  15.4  /  4.7 ,49.8%,3.2%,241,0.1%,"9,818",Duelist
12,13,Viper,0.99, 14.4  /  14.6  /  5.5 ,49.4%,3.2%,204,0.2%,"9,804",Controller
13,14,Sova,0.99, 14.6  /  14.8  /  5.3 ,48.9%,3.0%,207,0.1%,"9,180",Initiator
14,15,Breach,0.95, 14.6  /  15.3  /  6.4 ,48.7%,2.9%,206,0.1%,"8,861",Initiator
15,16,Astra,1.04, 15.2  /  14.6  /  6.2 ,48.0%,2.2%,210,0.1%,"6,901",Controller
16,17,Chamber,1.07, 16.1  /  15  /  3.2 ,48.6%,2.2%,222,0.1%,"6,865",Sentinel
17,18,Neon,0.98, 16  /  16.3  /  4.3 ,45.5%,1.7%,225,0.1%,"5,199",Duelist
18,19,Yoru,1.01, 15.8  /  15.6  /  4.4 ,46.7%,1.4%,220,0.1%,"4,390",Duelist
19,20,Harbor,0.91, 13.9  /  15.3  /  5.6 ,45.5%,0.8%,195,0.1%,"2,594",Controller
