,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.87, 12.6  /  14.4  /  6.8 ,49.6%,11.9%,182,0.1%,"778,466"
1,2,Reyna,1.1, 16.5  /  15.1  /  4.7 ,50.0%,11.3%,238,0.1%,"743,272"
2,3,Omen,0.95, 14  /  14.8  /  6.1 ,48.6%,8.2%,200,0.1%,"537,587"
3,4,Killjoy,0.98, 13.6  /  13.8  /  4.3 ,50.9%,7.9%,198,0.1%,"519,330"
4,5,Jett,1.04, 15.9  /  15.3  /  4 ,49.6%,7.3%,229,0.1%,"478,040"
5,6,Raze,0.99, 15.1  /  15.2  /  5.2 ,49.7%,6.9%,228,0.1%,"454,568"
6,7,Sova,0.95, 13.6  /  14.3  /  5.5 ,49.7%,5.5%,199,0.1%,"359,728"
7,8,Brimstone,0.94, 13.7  /  14.6  /  7.5 ,50.7%,5.0%,201,0.1%,"326,193"
8,9,Gekko,0.87, 12.9  /  14.9  /  4.7 ,47.8%,4.3%,185,0.1%,"283,166"
9,10,Skye,0.87, 12.9  /  14.7  /  7.6 ,48.7%,4.1%,188,0.1%,"272,100"
10,11,Phoenix,1.03, 15.3  /  14.9  /  4.7 ,49.1%,4.1%,223,0.1%,"271,318"
11,12,Fade,0.87, 13  /  14.8  /  6.2 ,48.3%,3.3%,188,0.1%,"217,616"
12,13,KAY/O,0.86, 12.9  /  15.1  /  7.8 ,46.8%,3.1%,191,0.1%,"201,496"
13,14,Viper,0.93, 13.4  /  14.5  /  5.3 ,48.4%,2.9%,195,0.1%,"188,224"
14,15,Cypher,0.95, 13.4  /  14.2  /  5.1 ,48.8%,2.9%,190,0.1%,"186,919"
15,16,Neon,0.94, 14.7  /  15.7  /  4.2 ,47.7%,2.8%,213,0.1%,"184,432"
16,17,Yoru,0.93, 14.2  /  15.2  /  4.5 ,46.0%,2.7%,204,0.1%,"178,745"
17,18,Chamber,1.02, 14.9  /  14.6  /  3.4 ,48.1%,2.3%,210,0.1%,"153,291"
18,19,Breach,0.91, 13.7  /  15.1  /  5.8 ,48.4%,1.6%,198,0.1%,"107,222"
19,20,Harbor,0.86, 12.9  /  15  /  5.6 ,46.4%,0.9%,187,0.1%,"60,984"
20,21,Astra,0.98, 14.1  /  14.3  /  5.8 ,49.5%,0.8%,200,0.1%,"55,618"
