,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.92, 13.4  /  14.6  /  7.3 ,50.5%,12.3%,191,0.1%,"1,128,353"
1,2,Reyna,1.17, 17.8  /  15.2  /  4.6 ,50.6%,11.8%,253,0.1%,"1,085,451"
2,3,Omen,1, 15  /  15  /  6.2 ,49.2%,8.6%,211,0.1%,"792,567"
3,4,Raze,1.06, 16.4  /  15.5  /  5 ,50.3%,8.0%,242,0.1%,"736,820"
4,5,Jett,1.1, 17.1  /  15.5  /  4 ,49.7%,8.0%,242,0.1%,"736,161"
5,6,Killjoy,1, 14.2  /  14.2  /  4.1 ,50.5%,6.2%,203,0.1%,"569,522"
6,7,Skye,0.93, 13.8  /  14.8  /  7.7 ,49.4%,5.4%,197,0.1%,"492,719"
7,8,Brimstone,0.97, 14.4  /  14.8  /  7.8 ,50.3%,5.0%,209,0.1%,"462,820"
8,9,Cypher,1.01, 14.5  /  14.3  /  5 ,49.1%,4.3%,203,0.1%,"399,055"
9,10,Gekko,0.93, 13.9  /  15  /  4.7 ,49.3%,4.2%,195,0.1%,"384,180"
10,11,Phoenix,1.1, 16.7  /  15.1  /  4.7 ,49.9%,3.6%,239,0.1%,"328,810"
11,12,Viper,0.98, 14.3  /  14.6  /  5.4 ,48.9%,3.2%,204,0.1%,"297,261"
12,13,Sova,0.97, 14.3  /  14.7  /  5.3 ,48.3%,2.9%,205,0.1%,"262,730"
13,14,Fade,0.94, 13.9  /  14.9  /  6 ,49.0%,2.8%,198,0.1%,"253,926"
14,15,KAY/O,0.9, 13.8  /  15.3  /  8.1 ,46.3%,2.7%,201,0.1%,"247,910"
15,16,Chamber,1.06, 15.7  /  14.8  /  3.3 ,47.9%,2.4%,217,0.1%,"219,344"
16,17,Breach,0.94, 14.4  /  15.3  /  6 ,48.6%,2.2%,205,0.1%,"200,146"
17,18,Neon,0.99, 15.8  /  15.9  /  4.2 ,47.9%,2.1%,226,0.1%,"196,353"
18,19,Yoru,1, 15.4  /  15.3  /  4.5 ,46.6%,1.8%,218,0.1%,"167,932"
19,20,Astra,1.04, 15.1  /  14.5  /  5.9 ,49.9%,1.5%,210,0.1%,"141,226"
20,21,Harbor,0.91, 13.7  /  15.1  /  5.5 ,45.4%,0.8%,194,0.1%,"76,747"
