,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.93, 13.5  /  14.5  /  6.7 ,51.0%,15.0%,190,0.1%,"3,648,285"
1,2,Reyna,1.18, 17.8  /  15.2  /  4.2 ,51.3%,14.8%,255,0.2%,"3,622,887"
2,3,Jett,1.16, 17.6  /  15.2  /  4 ,51.0%,12.5%,251,0.2%,"3,055,257"
3,4,Raze,1.04, 16  /  15.4  /  4.9 ,50.8%,7.3%,238,0.2%,"1,780,614"
4,5,Killjoy,0.98, 13.9  /  14.1  /  4.2 ,51.8%,7.2%,203,0.1%,"1,748,892"
5,6,Sova,0.99, 14.2  /  14.4  /  5.7 ,50.8%,7.1%,206,0.1%,"1,736,142"
6,7,Omen,0.98, 14.7  /  15  /  4.9 ,49.3%,6.9%,207,0.1%,"1,681,725"
7,8,Skye,0.95, 14.1  /  14.9  /  6 ,49.2%,5.4%,200,0.1%,"1,318,044"
8,9,Viper,0.98, 14.2  /  14.4  /  5.2 ,50.8%,5.4%,202,0.1%,"1,317,075"
9,10,Brimstone,0.96, 14.2  /  14.8  /  6.2 ,49.8%,4.2%,204,0.1%,"1,014,594"
10,11,Phoenix,1.06, 16.1  /  15.2  /  4 ,49.1%,3.7%,232,0.2%,"898,875"
11,12,Cypher,0.98, 14.2  /  14.5  /  4.4 ,49.5%,3.3%,198,0.1%,"797,997"
12,13,KAY/O,0.9, 13.8  /  15.3  /  7.1 ,45.9%,2.0%,199,0.1%,"496,587"
13,14,Yoru,0.97, 14.9  /  15.3  /  3.5 ,45.5%,1.9%,214,0.2%,"458,133"
14,15,Breach,0.94, 14.4  /  15.3  /  5.2 ,48.8%,1.8%,206,0.1%,"436,305"
15,16,Astra,1.01, 14.7  /  14.5  /  4.8 ,49.2%,1.6%,205,0.1%,"388,263"
