,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.73, 10.3  /  14.1  /  5.7 ,50.3%,13.8%,154,0.1%,"1,967"
1,2,Reyna,0.94, 13.6  /  14.5  /  4.2 ,45.3%,11.3%,203,0.1%,"1,617"
2,3,Raze,0.9, 13  /  14.4  /  4.4 ,49.9%,7.0%,198,0.1%,992
3,4,Jett,0.87, 12.6  /  14.5  /  3.5 ,50.8%,6.4%,189,0.1%,913
4,5,Yoru,0.78, 11.8  /  15.1  /  3.7 ,46.1%,6.1%,171,0.1%,869
5,6,Omen,0.8, 11.8  /  14.7  /  4.4 ,48.8%,5.9%,170,0.1%,842
6,7,Fade,0.74, 10.8  /  14.6  /  5.7 ,50.1%,5.7%,160,0.2%,818
7,8,Phoenix,0.83, 12.3  /  14.7  /  4 ,48.8%,5.4%,182,0.1%,766
8,9,Sova,0.82, 11.8  /  14.4  /  4.5 ,46.7%,4.7%,176,0.1%,677
9,10,Neon,0.77, 11.7  /  15.2  /  3.8 ,45.9%,4.6%,176,0.1%,662
10,11,Killjoy,0.85, 11.8  /  13.8  /  4 ,58.1%,4.5%,172,0.2%,647
11,12,Viper,0.77, 10.9  /  14.2  /  4.3 ,48.8%,4.4%,164,0.1%,627
12,13,Brimstone,0.81, 11.6  /  14.3  /  5.2 ,47.8%,3.8%,172,0.1%,542
13,14,Skye,0.76, 10.6  /  13.9  /  6.3 ,50.8%,3.4%,159,0.1%,482
14,15,Cypher,0.82, 11.4  /  13.9  /  4.7 ,47.0%,2.8%,165,0.2%,400
15,16,Gekko,0.78, 11.2  /  14.5  /  4.5 ,52.0%,2.8%,166,0.1%,398
16,17,KAY/O,0.79, 11.5  /  14.6  /  6.9 ,46.5%,2.7%,175,0.1%,381
17,18,Chamber,0.86, 12.3  /  14.3  /  3.3 ,47.0%,1.7%,181,0.1%,247
18,19,Breach,0.9, 12.8  /  14.2  /  5.1 ,43.9%,1.3%,194,0.1%,189
19,20,Harbor,0.77, 11.4  /  14.9  /  4.7 ,45.7%,1.0%,164,0.1%,140
20,21,Astra,0.9, 11.7  /  13  /  4.1 ,41.1%,0.6%,172,0.1%,90
