,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.7 ,49.3%,11.3%,239,0.1%,"17,673"
1,2,Reyna,1.14, 17.8  /  15.7  /  4.3 ,49.7%,10.0%,246,0.1%,"15,748"
2,3,Raze,1.07, 16.9  /  15.8  /  4.9 ,50.4%,9.0%,244,0.1%,"14,151"
3,4,Omen,0.98, 14.8  /  15.2  /  7 ,49.0%,8.2%,204,0.1%,"12,827"
4,5,Killjoy,1.02, 14.6  /  14.3  /  3.7 ,50.0%,7.9%,203,0.2%,"12,409"
5,6,Breach,0.95, 14.6  /  15.4  /  7.2 ,50.0%,6.7%,200,0.1%,"10,537"
6,7,Sage,0.93, 14  /  15  /  7 ,49.6%,5.8%,194,0.1%,"9,093"
7,8,Skye,0.95, 14.5  /  15.2  /  7.8 ,48.5%,5.6%,200,0.1%,"8,811"
8,9,Chamber,1.11, 16.7  /  15  /  2.9 ,49.5%,4.4%,224,0.1%,"6,913"
9,10,Fade,0.97, 14.6  /  15  /  6.4 ,50.0%,4.4%,201,0.1%,"6,868"
10,11,Brimstone,0.97, 14.5  /  14.9  /  8.4 ,51.9%,3.8%,205,0.1%,"6,021"
11,12,Cypher,1.04, 15.1  /  14.5  /  4.7 ,51.5%,3.8%,204,0.2%,"5,887"
12,13,Harbor,0.92, 14  /  15.2  /  6 ,47.7%,3.4%,192,0.1%,"5,314"
13,14,KAY/O,0.92, 14.3  /  15.5  /  9.3 ,45.9%,3.1%,205,0.1%,"4,919"
14,15,Phoenix,1.1, 17  /  15.4  /  4.7 ,49.1%,2.9%,239,0.1%,"4,587"
15,16,Astra,1.02, 15  /  14.8  /  6.4 ,49.8%,2.7%,203,0.2%,"4,275"
16,17,Sova,1, 14.7  /  14.7  /  5.4 ,49.3%,2.1%,205,0.1%,"3,335"
17,18,Viper,1.01, 14.9  /  14.8  /  5.6 ,50.4%,1.9%,206,0.2%,"2,978"
18,19,Neon,0.97, 16.1  /  16.6  /  4.3 ,46.9%,1.7%,224,0.1%,"2,700"
19,20,Yoru,1, 16  /  15.9  /  4.5 ,45.6%,1.1%,218,0.1%,"1,793"
