,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.96, 14.4  /  15  /  7.6 ,51.1%,12.8%,200,0.1%,"20,347"
1,2,Raze,1.05, 16.9  /  16.2  /  5 ,49.8%,11.4%,244,0.1%,"18,182"
2,3,Jett,1.07, 17.4  /  16.2  /  3.8 ,48.0%,10.8%,240,0.1%,"17,162"
3,4,Omen,1, 15.3  /  15.2  /  7.4 ,48.1%,9.3%,209,0.1%,"14,744"
4,5,Reyna,1.14, 17.9  /  15.7  /  4.5 ,49.5%,9.1%,247,0.1%,"14,463"
5,6,Skye,0.96, 14.6  /  15.2  /  7.8 ,49.9%,6.3%,202,0.1%,"10,086"
6,7,Killjoy,1.02, 14.7  /  14.5  /  3.8 ,48.8%,6.2%,206,0.2%,"9,811"
7,8,Cypher,1.01, 14.9  /  14.7  /  4.8 ,49.5%,6.0%,203,0.2%,"9,615"
8,9,Brimstone,0.98, 14.9  /  15.2  /  9 ,49.4%,4.2%,211,0.1%,"6,611"
9,10,KAY/O,0.93, 14.7  /  15.7  /  9.1 ,44.9%,3.7%,206,0.1%,"5,892"
10,11,Astra,1.05, 15.3  /  14.5  /  6.8 ,50.7%,3.5%,209,0.2%,"5,546"
11,12,Fade,0.95, 14.6  /  15.3  /  6.3 ,47.8%,3.2%,201,0.1%,"5,068"
12,13,Breach,0.94, 14.5  /  15.4  /  7.2 ,49.7%,3.0%,201,0.1%,"4,822"
13,14,Phoenix,1.1, 17.2  /  15.6  /  4.7 ,48.6%,2.3%,242,0.1%,"3,738"
14,15,Viper,1.01, 14.8  /  14.7  /  5.7 ,49.2%,2.0%,207,0.2%,"3,261"
15,16,Sova,1, 15  /  15  /  5.5 ,47.3%,1.9%,209,0.1%,"2,992"
16,17,Chamber,1.09, 16.4  /  15  /  3 ,48.4%,1.9%,223,0.1%,"2,955"
17,18,Yoru,1.05, 16.2  /  15.5  /  4.4 ,47.1%,1.0%,225,0.1%,"1,547"
18,19,Neon,0.96, 16.1  /  16.7  /  4.2 ,48.9%,0.8%,222,0.1%,"1,349"
19,20,Harbor,0.93, 14  /  15.1  /  5.9 ,45.8%,0.6%,193,0.2%,945
