,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.1  /  3.6 ,49.8%,13.2%,238,0.1%,"4,655",Duelist
1,2,Raze,1.05, 17  /  16.2  /  4.6 ,48.8%,10.6%,242,0.1%,"3,727",Duelist
2,3,Killjoy,1.04, 14.9  /  14.3  /  3.6 ,50.5%,10.0%,206,0.2%,"3,537",Sentinel
3,4,Breach,0.95, 14.5  /  15.3  /  7.7 ,49.4%,9.2%,198,0.1%,"3,248",Initiator
4,5,Omen,0.99, 15  /  15.2  /  7.5 ,47.0%,8.8%,206,0.1%,"3,106",Controller
5,6,Reyna,1.12, 17.6  /  15.7  /  4.2 ,50.6%,8.7%,240,0.1%,"3,064",Duelist
6,7,Chamber,1.1, 16.3  /  14.9  /  2.7 ,52.4%,5.3%,218,0.1%,"1,884",Sentinel
7,8,Skye,0.99, 15  /  15.2  /  8.3 ,51.2%,5.0%,204,0.1%,"1,753",Initiator
8,9,Harbor,0.95, 14.6  /  15.3  /  6.1 ,48.1%,3.9%,196,0.1%,"1,363",Controller
9,10,Fade,0.96, 14.8  /  15.4  /  6.5 ,48.4%,3.6%,201,0.1%,"1,268",Initiator
10,11,Cypher,1.03, 15.1  /  14.6  /  4.3 ,47.5%,3.4%,203,0.2%,"1,203",Sentinel
11,12,Sage,0.99, 14.7  /  14.8  /  7.1 ,53.0%,3.2%,202,0.1%,"1,119",Sentinel
12,13,Astra,1.02, 15.2  /  15  /  6.5 ,49.6%,3.1%,203,0.1%,"1,092",Controller
13,14,Brimstone,0.99, 14.5  /  14.7  /  8.8 ,49.7%,2.8%,208,0.1%,974,Controller
14,15,KAY/O,0.97, 15  /  15.5  /  9.9 ,47.5%,2.2%,212,0.1%,781,Initiator
15,16,Phoenix,1.11, 17  /  15.3  /  4.6 ,50.1%,2.1%,237,0.1%,733,Duelist
16,17,Neon,0.99, 16.3  /  16.4  /  4.2 ,51.0%,1.7%,228,0.1%,600,Duelist
17,18,Sova,1.0, 14.9  /  15  /  6.3 ,50.6%,1.4%,204,0.1%,504,Initiator
18,19,Yoru,1.04, 16.4  /  15.7  /  4.3 ,46.3%,1.1%,226,0.1%,382,Duelist
19,20,Viper,1.02, 15  /  14.7  /  5.6 ,46.3%,0.9%,212,0.1%,324,Controller
