,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.74, 10.3  /  14  /  4.2 ,50.0%,17.7%,154,0.1%,"767,958"
1,2,Reyna,0.96, 13.7  /  14.3  /  4 ,50.0%,11.4%,208,0.2%,"497,199"
2,3,Raze,0.86, 12.4  /  14.5  /  4.7 ,51.1%,10.0%,196,0.1%,"436,917"
3,4,Jett,0.9, 13.1  /  14.5  /  3.7 ,49.0%,9.8%,198,0.2%,"426,207"
4,5,Sova,0.76, 10.8  /  14.1  /  4.7 ,48.5%,7.1%,166,0.1%,"309,978"
5,6,Killjoy,0.82, 11.2  /  13.7  /  4.1 ,51.6%,6.4%,174,0.1%,"277,389"
6,7,Omen,0.82, 11.8  /  14.4  /  3.9 ,49.4%,6.1%,176,0.1%,"265,098"
7,8,Phoenix,0.81, 11.7  /  14.4  /  3.6 ,46.1%,5.9%,179,0.1%,"254,898"
8,9,Viper,0.75, 10.7  /  14.3  /  4.4 ,49.3%,5.7%,161,0.1%,"248,319"
9,10,Yoru,0.81, 11.7  /  14.5  /  3.4 ,47.8%,4.3%,176,0.1%,"185,946"
10,11,KAY/O,0.73, 10.7  /  14.6  /  5.9 ,46.9%,3.8%,163,0.1%,"164,883"
11,12,Brimstone,0.77, 11.1  /  14.3  /  4.9 ,47.6%,3.7%,168,0.1%,"161,619"
12,13,Skye,0.76, 10.7  /  14.2  /  4.2 ,51.0%,3.3%,161,0.1%,"144,228"
13,14,Cypher,0.79, 11.1  /  14.1  /  4.1 ,48.7%,2.9%,163,0.1%,"125,409"
14,15,Breach,0.79, 11.6  /  14.6  /  4.5 ,51.0%,1.3%,174,0.1%,"57,885"
15,16,Astra,0.81, 11.2  /  13.8  /  3.9 ,49.7%,0.6%,166,0.1%,"25,245"
