,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.07, 16.2  /  15.2  /  4.7 ,49.7%,10.9%,232,0.2%,"337,611",Duelist
1,2,Sage,0.85, 12.3  /  14.5  /  6.8 ,49.8%,10.6%,177,0.1%,"325,618",Sentinel
2,3,Omen,0.93, 13.8  /  14.8  /  6.3 ,48.6%,8.6%,196,0.1%,"264,227",Controller
3,4,Killjoy,0.96, 13.4  /  13.9  /  4.2 ,51.0%,7.3%,194,0.1%,"225,532",Sentinel
4,5,Raze,0.98, 14.9  /  15.3  /  5.2 ,49.5%,6.8%,225,0.2%,"208,506",Duelist
5,6,Jett,1.01, 15.5  /  15.4  /  3.9 ,49.0%,6.6%,223,0.2%,"204,579",Duelist
6,7,Deadlock,0.92, 13.6  /  14.8  /  4 ,48.9%,5.2%,203,0.1%,"160,986",Sentinel
7,8,Sova,0.93, 13.4  /  14.4  /  5.5 ,49.7%,5.0%,194,0.1%,"153,984",Initiator
8,9,Brimstone,0.92, 13.5  /  14.6  /  7.7 ,50.9%,5.0%,198,0.1%,"153,697",Controller
9,10,Skye,0.85, 12.6  /  14.7  /  7.7 ,48.9%,4.8%,183,0.1%,"148,883",Initiator
10,11,Gekko,0.85, 12.7  /  14.9  /  4.7 ,47.9%,3.8%,181,0.1%,"115,979",Initiator
11,12,Phoenix,1.01, 15.1  /  15  /  4.7 ,49.0%,3.7%,220,0.2%,"113,749",Duelist
12,13,KAY/O,0.84, 12.7  /  15.1  /  7.8 ,46.4%,2.8%,187,0.1%,"86,040",Initiator
13,14,Fade,0.86, 12.7  /  14.8  /  6.2 ,48.2%,2.8%,183,0.1%,"85,649",Initiator
14,15,Cypher,0.93, 13.2  /  14.2  /  5 ,48.6%,2.7%,187,0.1%,"83,609",Sentinel
15,16,Neon,0.92, 14.4  /  15.7  /  4.2 ,47.3%,2.6%,209,0.2%,"81,357",Duelist
16,17,Yoru,0.93, 14.1  /  15.2  /  4.3 ,46.3%,2.5%,202,0.1%,"78,178",Duelist
17,18,Viper,0.91, 13.2  /  14.5  /  5.3 ,48.9%,2.5%,192,0.1%,"76,257",Controller
18,19,Chamber,1.01, 14.7  /  14.6  /  3.4 ,48.4%,2.3%,207,0.2%,"70,916",Sentinel
19,20,Breach,0.89, 13.5  /  15.1  /  5.9 ,48.8%,1.9%,195,0.1%,"59,247",Initiator
20,21,Astra,0.96, 13.8  /  14.4  /  5.9 ,48.2%,0.9%,197,0.1%,"27,158",Controller
21,22,Harbor,0.85, 12.8  /  15  /  5.6 ,46.4%,0.8%,184,0.1%,"23,640",Controller
