,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.11, 16.6  /  15  /  3.1 ,50.2%,14.8%,224,0.2%,"2,417,604"
1,2,Jett,1.06, 17  /  16.1  /  3.6 ,49.2%,10.7%,236,0.2%,"1,748,739"
2,3,Reyna,1.11, 17.5  /  15.7  /  3.9 ,50.5%,10.6%,242,0.2%,"1,730,532"
3,4,Sage,0.93, 13.8  /  14.9  /  6.7 ,51.2%,8.6%,192,0.1%,"1,397,094"
4,5,Viper,0.97, 14.4  /  14.8  /  5.4 ,50.3%,6.5%,199,0.1%,"1,065,951"
5,6,Omen,0.96, 14.6  /  15.3  /  5.7 ,48.1%,6.1%,201,0.1%,"989,145"
6,7,Raze,1.03, 16.5  /  15.9  /  4.8 ,51.0%,5.8%,237,0.2%,"944,214"
7,8,Brimstone,0.96, 14.3  /  15  /  7.2 ,51.6%,5.7%,202,0.1%,"922,743"
8,9,Sova,0.97, 14.3  /  14.7  /  5.6 ,50.3%,5.1%,200,0.1%,"836,298"
9,10,Skye,0.94, 14.4  /  15.2  /  5.9 ,50.2%,4.6%,199,0.1%,"746,946"
10,11,Fade,0.94, 14.2  /  15.1  /  6.8 ,50.8%,4.5%,197,0.1%,"726,189"
11,12,KAY/O,0.91, 14.1  /  15.6  /  7.7 ,45.9%,3.9%,201,0.1%,"635,868"
12,13,Phoenix,1.11, 17.3  /  15.5  /  3.9 ,51.1%,2.6%,242,0.2%,"425,544"
13,14,Breach,0.92, 14.2  /  15.5  /  5.5 ,49.5%,2.4%,196,0.1%,"390,201"
14,15,Neon,0.98, 16.1  /  16.4  /  3.9 ,49.4%,2.3%,226,0.2%,"371,382"
15,16,Killjoy,0.98, 14.2  /  14.4  /  3.8 ,51.7%,2.3%,198,0.1%,"367,659"
16,17,Cypher,0.98, 14.4  /  14.7  /  4.3 ,47.5%,1.3%,198,0.1%,"207,111"
17,18,Yoru,0.99, 15.7  /  15.9  /  3.5 ,47.2%,1.2%,217,0.2%,"189,975"
18,19,Astra,1, 14.8  /  14.7  /  5.5 ,48.3%,1.1%,201,0.1%,"171,666"
