,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.4 ,49.8%,19.6%,236,0.1%,"107,798"
1,2,Omen,0.98, 14.8  /  15.1  /  9.1 ,49.0%,15.0%,200,0.1%,"82,416"
2,3,Sova,1.01, 14.9  /  14.8  /  5.8 ,49.6%,14.1%,205,0.1%,"77,396"
3,4,Killjoy,1.06, 15.6  /  14.7  /  3.3 ,50.4%,10.7%,209,0.1%,"58,906"
4,5,Reyna,1.11, 17.6  /  15.9  /  4.3 ,50.4%,9.0%,239,0.1%,"49,762"
5,6,Cypher,1.03, 15.3  /  14.8  /  4.5 ,49.2%,4.5%,204,0.1%,"24,579"
6,7,Skye,0.96, 14.6  /  15.3  /  7.9 ,49.8%,4.2%,199,0.1%,"23,326"
7,8,Phoenix,1.1, 17.3  /  15.8  /  4.9 ,52.6%,3.8%,237,0.1%,"21,011"
8,9,Raze,1.05, 16.8  /  16  /  4.6 ,51.6%,3.4%,237,0.1%,"18,476"
9,10,Chamber,1.1, 16.8  /  15.3  /  2.5 ,48.2%,3.0%,221,0.1%,"16,226"
10,11,Breach,0.95, 14.6  /  15.3  /  8.4 ,49.2%,2.9%,199,0.1%,"15,766"
11,12,Brimstone,0.99, 14.8  /  15  /  10.4 ,52.3%,1.9%,207,0.1%,"10,546"
12,13,Sage,0.99, 14.9  /  15.1  /  7.1 ,51.1%,1.9%,204,0.1%,"10,268"
13,14,Astra,1.05, 15.4  /  14.6  /  7.7 ,51.2%,1.8%,205,0.1%,"9,934"
14,15,Fade,0.99, 14.9  /  15.1  /  6.9 ,48.4%,1.2%,202,0.1%,"6,527"
15,16,Yoru,1.02, 16.2  /  16  /  4.8 ,49.5%,1.0%,220,0.1%,"5,238"
16,17,KAY/O,0.95, 15  /  15.7  /  10.3 ,45.5%,0.7%,212,0.1%,"3,927"
17,18,Gekko,0.98, 14.8  /  15.1  /  5.1 ,50.2%,0.6%,199,0.1%,"3,473"
18,19,Neon,0.96, 15.9  /  16.6  /  4.1 ,49.3%,0.5%,220,0.1%,"2,684"
19,20,Viper,1.02, 15.4  /  15  /  6.3 ,50.4%,0.2%,210,0.1%,905
20,21,Harbor,0.94, 14.5  /  15.4  /  6.9 ,49.9%,0.1%,197,742,
