,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.12, 16.9  /  15.1  /  2.8 ,49.5%,18.2%,225,0.2%,"265,404"
1,2,Jett,1.06, 17.3  /  16.2  /  3.5 ,49.7%,13.5%,236,0.2%,"196,605"
2,3,Reyna,1.1, 17.4  /  15.8  /  3.8 ,50.2%,8.0%,238,0.2%,"116,433"
3,4,Viper,1, 14.8  /  14.8  /  5.6 ,48.9%,7.0%,203,0.1%,"102,306"
4,5,Sova,1, 14.8  /  14.8  /  5.6 ,51.7%,6.8%,203,0.1%,"98,736"
5,6,Fade,0.96, 14.4  /  15.1  /  6.9 ,48.7%,6.6%,199,0.1%,"95,829"
6,7,Raze,1.03, 16.6  /  16.2  /  4.7 ,49.7%,6.2%,237,0.2%,"90,525"
7,8,Brimstone,0.98, 14.6  /  14.9  /  7.9 ,50.9%,5.3%,205,0.1%,"77,979"
8,9,Sage,0.95, 14.2  /  15  /  6.5 ,51.4%,5.0%,195,0.1%,"72,879"
9,10,Omen,0.98, 14.9  /  15.3  /  6.7 ,47.7%,4.7%,202,0.1%,"68,493"
10,11,KAY/O,0.91, 14.2  /  15.6  /  8.1 ,44.8%,3.7%,201,0.1%,"54,213"
11,12,Skye,0.97, 14.8  /  15.3  /  5.9 ,50.8%,3.2%,200,0.1%,"47,022"
12,13,Phoenix,1.09, 17.2  /  15.7  /  4.1 ,52.1%,3.0%,239,0.2%,"43,350"
13,14,Breach,0.92, 14.1  /  15.4  /  6.1 ,46.3%,2.5%,194,0.1%,"36,720"
14,15,Astra,1.01, 15  /  14.9  /  6 ,47.8%,2.0%,201,0.1%,"28,509"
15,16,Neon,0.95, 15.7  /  16.6  /  3.8 ,47.3%,1.8%,220,0.2%,"25,653"
16,17,Yoru,1.04, 16.4  /  15.8  /  3.6 ,51.9%,1.1%,222,0.2%,"16,014"
17,18,Killjoy,1.06, 14.9  /  14  /  3.6 ,55.9%,0.8%,203,0.1%,"11,679"
18,19,Cypher,1.08, 16  /  14.8  /  4.1 ,53.8%,0.7%,212,0.1%,"10,149"
