,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.15, 17.8  /  15.5  /  4.5 ,49.8%,11.7%,249,0.2%,"380,188"
1,2,Jett,1.09, 17.2  /  15.7  /  3.8 ,49.1%,11.2%,239,0.2%,"364,046"
2,3,Sage,0.89, 13.2  /  14.9  /  7 ,49.7%,6.9%,185,0.1%,"224,357"
3,4,Skye,0.92, 13.9  /  15  /  7.8 ,49.3%,6.2%,195,0.1%,"203,419"
4,5,Omen,0.96, 14.5  /  15.1  /  6.6 ,47.7%,5.1%,203,0.1%,"167,270"
5,6,Viper,0.99, 14.5  /  14.6  /  6 ,50.0%,5.1%,204,0.1%,"164,542"
6,7,Raze,1.04, 16.3  /  15.7  /  4.8 ,49.9%,4.9%,237,0.2%,"159,117"
7,8,Killjoy,0.99, 14.1  /  14.2  /  3.8 ,50.6%,4.8%,198,0.1%,"157,483"
8,9,Deadlock,0.98, 14.7  /  15  /  4 ,48.9%,4.8%,208,0.1%,"157,024"
9,10,Chamber,1.09, 16  /  14.7  /  3.1 ,48.4%,4.7%,217,0.2%,"153,730"
10,11,Brimstone,0.95, 14.1  /  14.8  /  8.1 ,50.6%,4.2%,202,0.1%,"136,349"
11,12,Gekko,0.93, 13.9  /  14.9  /  5 ,50.4%,4.1%,191,0.1%,"132,830"
12,13,Phoenix,1.12, 17.1  /  15.3  /  4.7 ,50.9%,3.7%,240,0.2%,"119,642"
13,14,Fade,0.94, 14.1  /  15  /  6.4 ,49.2%,3.6%,197,0.1%,"118,740"
14,15,Astra,1.04, 14.9  /  14.3  /  6.4 ,50.4%,3.5%,204,0.1%,"112,455"
15,16,Cypher,1, 14.3  /  14.4  /  4.8 ,49.3%,3.3%,197,0.1%,"107,222"
16,17,Harbor,0.9, 13.6  /  15.1  /  6.1 ,46.8%,2.6%,189,0.1%,"84,353"
17,18,Sova,0.97, 14.3  /  14.7  /  5.6 ,48.6%,2.4%,202,0.1%,"77,417"
18,19,KAY/O,0.9, 14  /  15.5  /  8.3 ,45.3%,2.3%,201,0.1%,"74,642"
19,20,Breach,0.93, 14.3  /  15.4  /  6.4 ,47.8%,1.7%,201,0.1%,"55,294"
20,21,Neon,0.98, 16  /  16.2  /  4.2 ,47.3%,1.7%,226,0.2%,"54,327"
21,22,Yoru,1.01, 15.7  /  15.6  /  4.3 ,46.8%,1.6%,219,0.2%,"52,037"
