,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.16, 17.8  /  15.4  /  4.7 ,50.3%,12.3%,252,0.1%,"44,483"
1,2,Sage,0.92, 13.3  /  14.6  /  7.1 ,50.5%,10.4%,190,0.1%,"37,708"
2,3,Killjoy,1.01, 14.2  /  14  /  4.2 ,50.9%,10.0%,203,0.2%,"36,152"
3,4,Jett,1.1, 17.2  /  15.5  /  3.9 ,49.4%,9.2%,243,0.1%,"33,129"
4,5,Omen,0.99, 14.7  /  14.9  /  6.9 ,49.0%,8.1%,208,0.1%,"29,204"
5,6,Raze,1.05, 16.4  /  15.6  /  5.2 ,50.3%,6.6%,241,0.1%,"23,880"
6,7,Sova,1.01, 14.6  /  14.4  /  5.6 ,50.5%,6.6%,210,0.1%,"23,760"
7,8,Brimstone,0.98, 14.4  /  14.7  /  8.2 ,50.7%,5.6%,209,0.1%,"20,373"
8,9,Fade,0.93, 13.8  /  14.8  /  6.3 ,49.4%,3.8%,197,0.1%,"13,744"
9,10,KAY/O,0.9, 13.8  /  15.3  /  8.2 ,45.8%,3.8%,200,0.1%,"13,670"
10,11,Phoenix,1.11, 16.8  /  15.1  /  4.7 ,49.8%,3.8%,241,0.1%,"13,622"
11,12,Skye,0.93, 13.7  /  14.8  /  7.7 ,49.4%,3.7%,197,0.1%,"13,214"
12,13,Cypher,0.99, 14.2  /  14.4  /  5.1 ,49.4%,2.9%,198,0.1%,"10,632"
13,14,Viper,0.98, 14.3  /  14.6  /  5.5 ,49.7%,2.7%,203,0.1%,"9,911"
14,15,Chamber,1.08, 15.9  /  14.7  /  3.3 ,48.0%,2.3%,221,0.1%,"8,413"
15,16,Neon,1, 15.9  /  15.9  /  4.2 ,47.8%,2.1%,227,0.1%,"7,461"
16,17,Breach,0.94, 14.4  /  15.2  /  6.1 ,48.1%,2.0%,206,0.1%,"7,080"
17,18,Yoru,1, 15.3  /  15.3  /  4.2 ,45.8%,1.8%,217,0.1%,"6,355"
18,19,Astra,1.03, 14.9  /  14.5  /  6.5 ,49.7%,1.4%,209,0.1%,"5,138"
19,20,Harbor,0.9, 13.6  /  15.1  /  5.7 ,46.1%,0.9%,194,0.1%,"3,159"
