,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.6  /  16.1  /  3.5 ,49.6%,17.1%,238,0.1%,"2,981",Duelist
1,2,Fade,0.97, 15.1  /  15.5  /  6.6 ,50.6%,12.4%,202,0.1%,"2,165",Initiator
2,3,Astra,1.07, 15.5  /  14.5  /  7.2 ,52.6%,10.7%,208,0.2%,"1,860",Controller
3,4,Killjoy,1.08, 15.8  /  14.6  /  3.5 ,52.0%,8.4%,213,0.2%,"1,467",Sentinel
4,5,Reyna,1.16, 18.2  /  15.6  /  4.3 ,50.5%,8.4%,250,0.1%,"1,464",Duelist
5,6,Cypher,1.01, 15.1  /  14.9  /  4.6 ,50.6%,7.3%,203,0.1%,"1,265",Sentinel
6,7,Phoenix,1.12, 18  /  16  /  5.3 ,52.1%,6.1%,246,0.1%,"1,056",Duelist
7,8,Viper,1.06, 15.7  /  14.8  /  6.3 ,48.0%,5.2%,216,0.1%,906,Controller
8,9,Raze,1.08, 17.4  /  16.1  /  4.6 ,48.9%,3.6%,246,0.1%,626,Duelist
9,10,Harbor,0.92, 14.2  /  15.5  /  6.8 ,49.7%,3.5%,193,0.1%,602,Controller
10,11,Sage,0.96, 14.4  /  15  /  7.4 ,51.4%,3.1%,199,0.1%,541,Sentinel
11,12,KAY/O,0.92, 14.4  /  15.6  /  9.8 ,42.0%,3.0%,206,0.1%,521,Initiator
12,13,Skye,0.97, 15.3  /  15.8  /  8 ,49.4%,2.7%,204,0.2%,472,Initiator
13,14,Sova,1.03, 15.3  /  14.8  /  6.2 ,48.3%,2.2%,211,0.1%,381,Initiator
14,15,Chamber,1.07, 16.4  /  15.2  /  2.5 ,46.1%,1.9%,217,0.1%,330,Sentinel
15,16,Brimstone,0.96, 14.1  /  14.8  /  9.4 ,45.0%,1.4%,202,0.1%,251,Controller
16,17,Yoru,1.04, 16.2  /  15.6  /  4.3 ,52.4%,1.2%,220,0.1%,212,Duelist
17,18,Neon,0.97, 16.3  /  16.7  /  4.1 ,48.6%,1.1%,231,0.1%,183,Duelist
18,19,Omen,1.09, 16.4  /  15.1  /  8.4 ,69.6%,0.4%,224,0.1%,69,Controller
19,20,Breach,0.89, 14.3  /  16  /  8.6 ,51.5%,0.4%,195,0.1%,66,Initiator
