,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.6  /  16  /  3.5 ,50.6%,16.8%,238,0.1%,"90,962"
1,2,Brimstone,1.01, 15  /  14.9  /  10.3 ,50.6%,16.8%,208,0.1%,"90,794"
2,3,Breach,0.94, 14.3  /  15.3  /  8.2 ,49.7%,15.7%,194,0.1%,"84,709"
3,4,Raze,1.06, 16.9  /  16  /  4.4 ,49.7%,10.3%,237,0.1%,"55,432"
4,5,Killjoy,1.07, 15.6  /  14.5  /  3.4 ,51.3%,9.2%,209,0.1%,"49,499"
5,6,Reyna,1.15, 17.9  /  15.6  /  4.2 ,51.6%,7.0%,242,0.1%,"37,931"
6,7,Cypher,1.04, 15.5  /  14.8  /  4.5 ,49.7%,6.7%,205,0.1%,"35,962"
7,8,Chamber,1.11, 16.8  /  15.2  /  2.6 ,47.6%,3.2%,220,0.1%,"17,194"
8,9,Sage,0.99, 14.8  /  15  /  6.7 ,52.4%,2.2%,200,0.1%,"11,864"
9,10,Neon,0.99, 16.5  /  16.6  /  4.2 ,47.5%,1.8%,228,0.1%,"9,941"
10,11,Fade,1, 15.1  /  15.1  /  6.3 ,48.7%,1.8%,202,0.1%,"9,606"
11,12,Skye,0.99, 14.8  /  15  /  7.6 ,50.3%,1.7%,200,0.1%,"9,050"
12,13,KAY/O,0.96, 14.9  /  15.6  /  10 ,47.6%,1.3%,207,0.1%,"7,111"
13,14,Viper,1.04, 15.6  /  15  /  5.8 ,48.1%,1.2%,211,0.1%,"6,528"
14,15,Phoenix,1.11, 17.2  /  15.4  /  4.7 ,50.9%,1.0%,235,0.1%,"5,541"
15,16,Gekko,0.97, 14.6  /  15.1  /  4.7 ,49.5%,1.0%,194,0.1%,"5,281"
16,17,Yoru,1.04, 16.5  /  15.9  /  4.7 ,50.6%,0.9%,224,0.1%,"5,106"
17,18,Astra,1.04, 15.4  /  14.8  /  7.2 ,45.8%,0.5%,206,0.1%,"2,888"
18,19,Omen,1, 15.2  /  15.2  /  7.7 ,45.3%,0.5%,207,0.1%,"2,729"
19,20,Sova,1.03, 15.2  /  14.7  /  5.7 ,49.5%,0.3%,210,0.1%,"1,391"
20,21,Harbor,0.93, 14.1  /  15.2  /  6.6 ,45.6%,0.2%,193,0.1%,"1,225"
