,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.07, 17.8  /  16.5  /  4.9 ,50.7%,15.8%,252,0.1%,"18,437"
1,2,Jett,1.12, 18.4  /  16.4  /  3.5 ,50.7%,15.8%,248,0.1%,"18,389"
2,3,Skye,1, 15.2  /  15.2  /  8.4 ,49.6%,13.8%,205,0.1%,"16,132"
3,4,Omen,1.03, 15.4  /  15  /  8.7 ,49.2%,9.8%,208,0.1%,"11,424"
4,5,Sage,1.02, 15.4  /  15.1  /  7.5 ,51.7%,8.7%,210,0.1%,"10,086"
5,6,Killjoy,1.09, 16.1  /  14.7  /  3.3 ,49.2%,7.1%,217,0.1%,"8,307"
6,7,Astra,1.11, 16.1  /  14.5  /  7.5 ,51.0%,7.0%,214,0.1%,"8,162"
7,8,Cypher,1.07, 15.8  /  14.8  /  4.4 ,50.9%,6.1%,208,0.1%,"7,146"
8,9,Reyna,1.17, 18.7  /  15.9  /  4.2 ,52.3%,4.6%,253,0.1%,"5,373"
9,10,Viper,1.09, 16.5  /  15.2  /  5.6 ,47.7%,3.0%,226,0.1%,"3,446"
10,11,Chamber,1.13, 17.4  /  15.4  /  2.5 ,48.6%,2.8%,227,0.2%,"3,289"
11,12,Gekko,1.02, 15.4  /  15.2  /  5.1 ,49.9%,1.1%,207,0.1%,"1,291"
12,13,Breach,0.96, 14.7  /  15.3  /  8.6 ,44.9%,0.9%,201,0.1%,"1,082"
13,14,Yoru,1.04, 16.6  /  15.9  /  4.7 ,47.1%,0.9%,229,0.1%,"1,014"
14,15,Fade,1.04, 16.2  /  15.6  /  6.9 ,50.9%,0.9%,217,0.1%,"1,004"
15,16,Brimstone,1.05, 15.6  /  14.9  /  10.9 ,53.2%,0.8%,221,0.1%,899
16,17,Phoenix,1.06, 17.1  /  16.1  /  4.8 ,48.3%,0.5%,238,0.1%,640
17,18,KAY/O,0.95, 15.3  /  16.1  /  9.8 ,46.8%,0.3%,214,0.1%,329
18,19,Sova,1.06, 16.3  /  15.5  /  6.1 ,37.8%,0.1%,226,90,
19,20,Neon,1.04, 17.8  /  17.2  /  4.2 ,43.5%,0.0%,239,0.2%,46
