,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.7, 9.7  /  13.8  /  5.4 ,49.3%,16.9%,146,0.1%,"316,302"
1,2,Reyna,0.96, 13.5  /  14  /  3.9 ,51.2%,12.0%,205,0.2%,"224,451"
2,3,Jett,0.93, 13  /  14  /  3.5 ,50.1%,10.3%,198,0.2%,"193,647"
3,4,Raze,0.84, 12  /  14.2  /  4.4 ,50.1%,9.7%,189,0.1%,"181,713"
4,5,Sova,0.77, 10.6  /  13.8  /  4.4 ,49.9%,7.3%,163,0.1%,"136,629"
5,6,Phoenix,0.84, 11.7  /  14  /  3.5 ,48.6%,6.5%,179,0.1%,"122,247"
6,7,Viper,0.74, 10.4  /  14.1  /  4.3 ,50.0%,5.9%,157,0.1%,"110,517"
7,8,Killjoy,0.77, 10.3  /  13.5  /  3.9 ,51.6%,5.9%,162,0.1%,"110,313"
8,9,Omen,0.8, 11.4  /  14.2  /  3.7 ,49.5%,5.6%,170,0.1%,"105,927"
9,10,Yoru,0.79, 11.4  /  14.5  /  3.4 ,48.0%,4.6%,172,0.1%,"86,292"
10,11,Skye,0.73, 10.3  /  14.1  /  5.5 ,51.6%,3.9%,157,0.1%,"72,726"
11,12,Brimstone,0.76, 10.8  /  14.1  /  4.7 ,49.6%,3.3%,163,0.1%,"61,251"
12,13,KAY/O,0.69, 10  /  14.5  /  6 ,47.4%,3.2%,153,0.1%,"60,741"
13,14,Cypher,0.8, 10.9  /  13.7  /  4 ,46.4%,2.9%,162,0.1%,"54,315"
14,15,Breach,0.76, 11  /  14.5  /  4.3 ,47.7%,1.4%,166,0.1%,"27,183"
15,16,Astra,0.8, 10.8  /  13.6  /  3.9 ,41.7%,0.7%,164,0.1%,"12,240"
