,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.19, 18  /  15.1  /  4.7 ,50.8%,11.8%,256,0.1%,"32,706",Duelist
1,2,Sage,0.91, 13.2  /  14.6  /  7 ,49.3%,10.4%,189,0.1%,"28,864",Sentinel
2,3,Brimstone,0.99, 14.4  /  14.5  /  7.7 ,51.6%,7.7%,208,0.1%,"21,329",Controller
3,4,Jett,1.11, 17.1  /  15.4  /  4 ,49.9%,7.2%,244,0.1%,"19,833",Duelist
4,5,Killjoy,0.99, 14  /  14.2  /  4.3 ,50.9%,7.1%,201,0.2%,"19,756",Sentinel
5,6,Raze,1.05, 16.2  /  15.3  /  4.9 ,49.6%,6.1%,238,0.1%,"16,737",Duelist
6,7,Breach,0.94, 14.2  /  15.2  /  6.2 ,48.9%,5.7%,202,0.1%,"15,814",Initiator
7,8,Omen,0.97, 14.6  /  15  /  6 ,47.2%,5.1%,207,0.1%,"14,034",Controller
8,9,Gekko,0.96, 14  /  14.7  /  4.9 ,50.8%,5.0%,197,0.1%,"13,833",Initiator
9,10,Viper,0.97, 14.1  /  14.5  /  5.5 ,48.3%,4.0%,203,0.1%,"11,198",Controller
10,11,Fade,0.94, 14  /  14.9  /  6.3 ,49.1%,3.8%,199,0.1%,"10,467",Initiator
11,12,Skye,0.92, 13.7  /  14.9  /  7.3 ,48.8%,3.6%,197,0.1%,"10,068",Initiator
12,13,Neon,1.02, 16.2  /  16  /  4.4 ,48.0%,3.5%,233,0.1%,"9,625",Duelist
13,14,Cypher,0.99, 14.1  /  14.3  /  5 ,49.1%,3.4%,199,0.1%,"9,277",Sentinel
14,15,Phoenix,1.11, 16.7  /  15  /  4.7 ,50.4%,3.3%,239,0.1%,"9,048",Duelist
15,16,KAY/O,0.91, 13.8  /  15.2  /  8.4 ,46.6%,3.1%,203,0.1%,"8,534",Initiator
16,17,Chamber,1.07, 15.8  /  14.8  /  3.4 ,48.7%,2.5%,220,0.1%,"7,014",Sentinel
17,18,Sova,0.95, 14.1  /  14.8  /  5.4 ,48.3%,2.5%,204,0.1%,"6,801",Initiator
18,19,Yoru,1.01, 15.5  /  15.3  /  4.4 ,46.7%,1.9%,219,0.1%,"5,374",Duelist
19,20,Harbor,0.91, 13.6  /  15  /  5.6 ,45.5%,1.2%,194,0.1%,"3,426",Controller
20,21,Astra,1.01, 14.6  /  14.5  /  5.8 ,46.1%,1.0%,205,0.1%,"2,772",Controller
