,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.17, 18.1  /  15.4  /  4.1 ,50.5%,14.0%,254,0.2%,"646,272"
1,2,Jett,1.15, 17.9  /  15.6  /  3.8 ,51.2%,13.2%,250,0.2%,"606,186"
2,3,Sage,0.95, 13.9  /  14.7  /  6.9 ,51.5%,11.7%,192,0.1%,"540,090"
3,4,Neon,1.04, 16.9  /  16.3  /  4.1 ,49.7%,7.7%,240,0.2%,"355,674"
4,5,Sova,1, 14.4  /  14.4  /  5.9 ,51.2%,6.4%,206,0.1%,"296,310"
5,6,Viper,1.01, 14.6  /  14.5  /  5.3 ,51.0%,6.3%,202,0.1%,"291,771"
6,7,Chamber,1.1, 16.2  /  14.7  /  3.2 ,51.1%,5.8%,222,0.1%,"269,178"
7,8,Raze,1.05, 16.5  /  15.7  /  4.9 ,49.8%,5.6%,241,0.2%,"258,978"
8,9,Killjoy,1, 14.3  /  14.3  /  4 ,51.0%,4.8%,204,0.1%,"223,023"
9,10,Omen,0.98, 14.9  /  15.2  /  5.2 ,49.0%,4.6%,206,0.1%,"213,078"
10,11,Skye,0.95, 14.5  /  15.2  /  6 ,49.2%,4.5%,200,0.1%,"207,366"
11,12,Brimstone,0.99, 14.7  /  14.9  /  6.5 ,49.8%,3.4%,205,0.1%,"157,335"
12,13,Astra,1, 14.7  /  14.7  /  5.3 ,50.1%,3.0%,200,0.1%,"137,751"
13,14,Cypher,1, 14.5  /  14.6  /  4.2 ,49.5%,2.8%,199,0.1%,"130,407"
14,15,Breach,0.94, 14.4  /  15.4  /  5.3 ,46.9%,1.9%,201,0.1%,"89,403"
15,16,KAY/O,0.92, 14.1  /  15.4  /  7.3 ,42.8%,1.8%,201,0.1%,"83,691"
16,17,Phoenix,1.08, 16.3  /  15.2  /  3.8 ,48.5%,1.4%,234,0.2%,"64,464"
17,18,Yoru,0.99, 15.7  /  15.9  /  3.5 ,44.4%,0.7%,220,0.2%,"34,017"
