,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.76, 10.9  /  14.4  /  6 ,50.2%,14.3%,160,0.1%,"10,549"
1,2,Reyna,0.98, 14.5  /  14.8  /  4.3 ,48.2%,11.4%,212,0.1%,"8,420"
2,3,Raze,0.9, 13.4  /  15  /  4.5 ,49.0%,7.6%,202,0.1%,"5,626"
3,4,Jett,0.92, 13.7  /  14.9  /  3.8 ,49.2%,6.8%,200,0.1%,"4,986"
4,5,Omen,0.88, 12.9  /  14.6  /  4.8 ,51.0%,6.4%,186,0.1%,"4,734"
5,6,Fade,0.77, 11.5  /  14.9  /  5.8 ,46.8%,5.3%,170,0.1%,"3,942"
6,7,Killjoy,0.85, 11.7  /  13.8  /  4 ,52.2%,5.3%,176,0.2%,"3,914"
7,8,Yoru,0.83, 12.4  /  15  /  3.9 ,47.2%,5.2%,180,0.1%,"3,825"
8,9,Sova,0.8, 11.6  /  14.6  /  4.7 ,48.6%,5.0%,172,0.1%,"3,669"
9,10,Phoenix,0.92, 13.4  /  14.7  /  4.2 ,47.5%,4.9%,198,0.1%,"3,630"
10,11,Neon,0.86, 12.9  /  15.1  /  3.8 ,48.8%,4.5%,192,0.1%,"3,321"
11,12,Viper,0.81, 11.8  /  14.6  /  4.9 ,47.7%,3.9%,172,0.1%,"2,871"
12,13,Skye,0.8, 11.6  /  14.5  /  6.6 ,53.4%,3.8%,170,0.1%,"2,803"
13,14,Brimstone,0.86, 12.3  /  14.3  /  5.9 ,48.5%,3.6%,184,0.1%,"2,630"
14,15,KAY/O,0.78, 11.6  /  14.9  /  7.4 ,48.3%,3.3%,174,0.1%,"2,433"
15,16,Cypher,0.86, 12.1  /  14  /  4.8 ,48.8%,2.9%,177,0.2%,"2,160"
16,17,Chamber,0.91, 13.3  /  14.5  /  3.4 ,50.3%,2.4%,189,0.1%,"1,797"
17,18,Breach,0.86, 12.9  /  15  /  5.3 ,46.9%,1.5%,190,0.1%,"1,117"
18,19,Harbor,0.77, 11.1  /  14.4  /  4.8 ,47.8%,1.1%,166,0.1%,820
19,20,Astra,0.83, 11.7  /  14.1  /  4.3 ,46.1%,0.7%,171,0.1%,529
