,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.15, 18  /  15.6  /  3.3 ,52.8%,15.5%,244,0.1%,568
1,2,Brimstone,1.07, 16  /  15  /  9.9 ,53.0%,15.5%,217,0.2%,566
2,3,Breach,0.97, 14.7  /  15.1  /  8.2 ,45.2%,15.1%,201,0.1%,551
3,4,Raze,1.09, 17.7  /  16.2  /  4.6 ,50.5%,12.9%,249,0.1%,471
4,5,Killjoy,1.11, 15.8  /  14.3  /  3.2 ,54.6%,8.7%,214,0.2%,317
5,6,Cypher,1.1, 16.2  /  14.8  /  4.5 ,49.6%,7.2%,219,0.1%,262
6,7,Reyna,1.18, 18  /  15.2  /  4.3 ,48.0%,5.5%,251,0.1%,202
7,8,Fade,1.02, 15.2  /  15  /  6.5 ,59.3%,3.4%,203,0.1%,123
8,9,Sage,1.01, 15.6  /  15.4  /  6.2 ,44.5%,3.0%,209,0.1%,110
9,10,Neon,0.93, 15.4  /  16.7  /  3.9 ,40.8%,2.7%,221,0.1%,98
10,11,Viper,1, 14.8  /  14.8  /  5.8 ,45.7%,2.5%,198,0.1%,92
11,12,KAY/O,1.12, 17.2  /  15.3  /  10.1 ,60.2%,2.3%,236,0.1%,83
12,13,Chamber,1.21, 17.6  /  14.5  /  2.5 ,68.9%,1.7%,234,0.1%,61
13,14,Phoenix,1.23, 19.5  /  15.9  /  5.5 ,45.9%,1.0%,271,0.1%,37
14,15,Yoru,1.13, 16.5  /  14.5  /  5.6 ,51.5%,0.9%,238,0.1%,33
15,16,Skye,1.07, 17.6  /  16.5  /  6.7 ,51.9%,0.7%,223,0.1%,27
16,17,Astra,1.01, 15  /  14.9  /  5.9 ,23.8%,0.6%,200,0.2%,21
17,18,Omen,0.96, 14.1  /  14.7  /  8.1 ,73.3%,0.4%,190,0.1%,15
18,19,Harbor,0.91, 16.5  /  18.2  /  5.2 ,40.0%,0.3%,220,0.1%,10
19,20,Sova,0.84, 12.3  /  14.7  /  5 ,83.3%,0.2%,198,0.1%,6
