,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.71, 9.9  /  14  /  5.8 ,50.6%,12.1%,149,0.1%,"30,462"
1,2,Reyna,0.96, 13.7  /  14.3  /  4.4 ,49.7%,10.5%,203,0.2%,"26,446"
2,3,Raze,0.86, 12.3  /  14.4  /  4.6 ,49.6%,7.4%,191,0.1%,"18,500"
3,4,Jett,0.87, 12.6  /  14.5  /  3.7 ,48.0%,6.1%,187,0.2%,"15,423"
4,5,Deadlock,0.81, 11.5  /  14.2  /  3.8 ,49.4%,5.9%,174,0.1%,"14,697"
5,6,Omen,0.81, 11.7  /  14.5  /  4.6 ,48.5%,5.7%,171,0.1%,"14,438"
6,7,Yoru,0.83, 12  /  14.4  /  4 ,48.2%,5.2%,176,0.1%,"13,131"
7,8,Gekko,0.75, 10.8  /  14.4  /  4.5 ,50.4%,5.0%,158,0.1%,"12,674"
8,9,Phoenix,0.86, 12.2  /  14.2  /  4.1 ,48.1%,4.8%,183,0.1%,"12,062"
9,10,Neon,0.8, 11.8  /  14.7  /  3.8 ,47.6%,4.3%,179,0.2%,"10,733"
10,11,Fade,0.71, 10.3  /  14.4  /  5.9 ,48.7%,4.0%,157,0.1%,"9,978"
11,12,Skye,0.75, 10.6  /  14.1  /  6.7 ,50.0%,3.9%,160,0.1%,"9,856"
12,13,Killjoy,0.81, 10.9  /  13.6  /  4.1 ,51.8%,3.8%,167,0.1%,"9,563"
13,14,Sova,0.76, 10.8  /  14.2  /  4.8 ,49.3%,3.8%,162,0.1%,"9,557"
14,15,Viper,0.77, 10.8  /  14  /  4.8 ,50.2%,3.6%,163,0.1%,"9,058"
15,16,Brimstone,0.81, 11.2  /  13.9  /  5.5 ,50.0%,3.4%,172,0.1%,"8,421"
16,17,Cypher,0.8, 10.9  /  13.6  /  4.6 ,50.8%,2.5%,160,0.1%,"6,176"
17,18,KAY/O,0.73, 10.6  /  14.5  /  7 ,49.5%,2.5%,164,0.1%,"6,171"
18,19,Chamber,0.87, 12  /  13.9  /  3.4 ,49.8%,2.4%,177,0.1%,"6,048"
19,20,Breach,0.83, 11.8  /  14.2  /  5.1 ,49.7%,1.3%,176,0.1%,"3,347"
20,21,Harbor,0.74, 10.6  /  14.3  /  5 ,48.8%,1.2%,160,0.1%,"2,909"
21,22,Astra,0.89, 11.7  /  13.1  /  4.4 ,51.1%,0.6%,175,0.1%,"1,568"
