,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.15, 17.8  /  15.6  /  4.4 ,50.2%,10.6%,247,0.2%,"289,722"
1,2,Jett,1.09, 17.4  /  16  /  3.8 ,49.0%,10.5%,241,0.2%,"287,984"
2,3,Omen,1, 15.1  /  15.1  /  7.3 ,49.1%,10.2%,209,0.1%,"279,535"
3,4,Sage,0.95, 14.1  /  14.8  /  7.4 ,51.2%,10.1%,196,0.1%,"276,833"
4,5,Raze,1.07, 16.9  /  15.9  /  4.9 ,50.3%,9.3%,245,0.2%,"256,022"
5,6,Skye,0.96, 14.3  /  15  /  7.8 ,49.7%,7.7%,199,0.1%,"212,644"
6,7,Cypher,1.02, 14.8  /  14.5  /  4.8 ,48.8%,4.8%,202,0.1%,"131,032"
7,8,Deadlock,1.01, 15.1  /  15  /  4 ,48.9%,4.7%,220,0.1%,"128,919"
8,9,Killjoy,1.01, 14.6  /  14.4  /  3.8 ,49.6%,4.6%,203,0.1%,"124,862"
9,10,Brimstone,0.97, 14.6  /  15  /  8.8 ,50.5%,4.4%,208,0.1%,"120,814"
10,11,Chamber,1.08, 16.3  /  15  /  3 ,48.2%,2.8%,220,0.2%,"77,798"
11,12,Phoenix,1.11, 17.1  /  15.4  /  4.7 ,50.0%,2.8%,240,0.2%,"76,422"
12,13,Astra,1.05, 15.4  /  14.6  /  6.6 ,49.7%,2.7%,211,0.1%,"74,933"
13,14,Breach,0.94, 14.5  /  15.3  /  6.7 ,48.5%,2.5%,202,0.1%,"68,350"
14,15,Gekko,0.94, 14.2  /  15.1  /  4.7 ,48.4%,2.2%,195,0.1%,"61,681"
15,16,KAY/O,0.92, 14.3  /  15.5  /  8.5 ,45.9%,2.1%,203,0.1%,"58,301"
16,17,Fade,0.95, 14.4  /  15.1  /  6.1 ,48.3%,1.8%,199,0.1%,"50,023"
17,18,Viper,1.01, 14.8  /  14.7  /  5.6 ,48.6%,1.8%,207,0.1%,"49,855"
18,19,Sova,0.98, 14.7  /  14.9  /  5.4 ,48.4%,1.8%,206,0.1%,"49,550"
19,20,Yoru,1.02, 15.9  /  15.5  /  4.3 ,46.8%,1.2%,221,0.2%,"32,244"
20,21,Neon,0.99, 16  /  16.3  /  4.2 ,47.4%,1.0%,225,0.2%,"27,669"
21,22,Harbor,0.93, 14.2  /  15.3  /  5.8 ,44.6%,0.3%,196,0.1%,"8,987"
