,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 18  /  15.5  /  4.4 ,49.3%,11.5%,249,0.1%,"28,890",Duelist
1,2,Jett,1.1, 17.4  /  15.9  /  3.8 ,49.2%,10.0%,242,0.1%,"24,972",Duelist
2,3,Sage,0.92, 13.7  /  14.8  /  7 ,50.1%,8.1%,191,0.1%,"20,302",Sentinel
3,4,Raze,1.06, 16.8  /  15.8  /  4.9 ,49.7%,7.9%,244,0.1%,"19,908",Duelist
4,5,Omen,0.97, 14.8  /  15.2  /  6.5 ,48.4%,7.8%,205,0.1%,"19,561",Controller
5,6,Killjoy,0.99, 14.2  /  14.2  /  3.7 ,50.0%,7.1%,198,0.2%,"17,875",Sentinel
6,7,Breach,0.95, 14.5  /  15.3  /  6.7 ,50.3%,5.5%,203,0.1%,"13,771",Initiator
7,8,Skye,0.94, 14.1  /  15.1  /  7.7 ,48.8%,5.4%,198,0.1%,"13,559",Initiator
8,9,Fade,0.94, 14.1  /  15.1  /  6.2 ,49.8%,4.4%,197,0.1%,"10,920",Initiator
9,10,Brimstone,0.97, 14.5  /  14.9  /  7.9 ,51.2%,4.3%,206,0.1%,"10,801",Controller
10,11,Chamber,1.1, 16.3  /  14.8  /  3 ,48.6%,4.0%,222,0.1%,"10,036",Sentinel
11,12,KAY/O,0.9, 14.1  /  15.6  /  8.9 ,45.0%,3.6%,202,0.1%,"8,975",Initiator
12,13,Phoenix,1.12, 17.2  /  15.4  /  4.5 ,49.9%,3.5%,240,0.1%,"8,698",Duelist
13,14,Cypher,0.99, 14.4  /  14.6  /  4.7 ,49.3%,3.4%,197,0.2%,"8,544",Sentinel
14,15,Sova,0.98, 14.5  /  14.8  /  5.3 ,49.5%,2.7%,205,0.1%,"6,886",Initiator
15,16,Harbor,0.91, 13.8  /  15.2  /  5.7 ,45.9%,2.6%,193,0.1%,"6,530",Controller
16,17,Viper,0.98, 14.5  /  14.8  /  5.5 ,48.3%,2.4%,202,0.2%,"6,130",Controller
17,18,Astra,1.03, 15  /  14.6  /  5.9 ,49.4%,2.2%,205,0.2%,"5,581",Controller
18,19,Neon,0.99, 16.2  /  16.4  /  4.2 ,47.2%,2.1%,228,0.1%,"5,344",Duelist
19,20,Yoru,1.0, 15.7  /  15.8  /  4.3 ,46.4%,1.4%,216,0.1%,"3,456",Duelist
