,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.82, 11.7  /  14.3  /  6.1 ,50.1%,14.2%,172,0.1%,"954,312"
1,2,Reyna,1.06, 15.7  /  14.8  /  4.4 ,50.7%,11.6%,230,0.2%,"776,271"
2,3,Raze,0.94, 14  /  14.9  /  4.7 ,50.7%,6.9%,213,0.1%,"465,936"
3,4,Omen,0.89, 13.2  /  14.8  /  4.6 ,48.6%,6.2%,192,0.1%,"415,293"
4,5,Jett,0.98, 14.6  /  14.9  /  3.8 ,49.4%,6.1%,217,0.2%,"407,235"
5,6,Fade,0.83, 12.1  /  14.6  /  5.8 ,50.7%,5.7%,179,0.1%,"379,695"
6,7,Chamber,0.97, 13.9  /  14.2  /  3.4 ,50.6%,5.6%,199,0.2%,"373,983"
7,8,Sova,0.85, 12.2  /  14.4  /  4.9 ,49.3%,4.9%,182,0.1%,"331,041"
8,9,Viper,0.86, 12.4  /  14.4  /  5 ,49.7%,4.9%,183,0.1%,"329,817"
9,10,Killjoy,0.89, 12.3  /  13.8  /  4.1 ,52.2%,4.5%,184,0.1%,"302,073"
10,11,Phoenix,0.97, 14.2  /  14.6  /  4.1 ,48.9%,4.4%,211,0.1%,"297,279"
11,12,Brimstone,0.88, 12.7  /  14.3  /  5.7 ,50.5%,4.2%,189,0.1%,"282,999"
12,13,Yoru,0.89, 13.3  /  14.9  /  4 ,48.0%,4.1%,195,0.1%,"278,154"
13,14,Skye,0.81, 11.9  /  14.7  /  6.7 ,49.6%,3.7%,177,0.1%,"250,461"
14,15,Neon,0.9, 13.7  /  15.3  /  4 ,49.6%,3.6%,205,0.2%,"240,975"
15,16,KAY/O,0.8, 11.9  /  14.9  /  7 ,46.7%,3.3%,180,0.1%,"223,023"
16,17,Cypher,0.87, 12.3  /  14.1  /  4.5 ,48.5%,2.4%,179,0.1%,"162,894"
17,18,Breach,0.85, 12.7  /  14.9  /  5.4 ,50.3%,1.5%,188,0.1%,"99,807"
18,19,Harbor,0.81, 12.1  /  15  /  4.4 ,45.3%,1.4%,178,0.1%,"94,299"
19,20,Astra,0.92, 12.8  /  13.9  /  4.6 ,48.8%,0.6%,187,0.1%,"42,534"
