,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.81, 11.6  /  14.3  /  6.7 ,49.4%,13.7%,170,0.1%,"25,202"
1,2,Reyna,1.01, 15.1  /  15  /  4.6 ,49.4%,10.8%,220,0.1%,"19,984"
2,3,Raze,0.93, 14  /  15  /  5.1 ,49.8%,7.5%,213,0.1%,"13,839"
3,4,Killjoy,0.93, 12.6  /  13.6  /  4.4 ,51.6%,7.1%,190,0.2%,"13,131"
4,5,Jett,0.95, 14.3  /  15.1  /  3.9 ,48.7%,6.7%,209,0.1%,"12,327"
5,6,Omen,0.88, 13  /  14.8  /  5.5 ,48.5%,6.6%,187,0.1%,"12,085"
6,7,Sova,0.86, 12.4  /  14.5  /  5.3 ,48.3%,5.6%,185,0.1%,"10,243"
7,8,Fade,0.79, 11.7  /  14.8  /  6 ,47.0%,5.2%,174,0.1%,"9,629"
8,9,Phoenix,0.95, 14.1  /  14.8  /  4.6 ,48.2%,4.6%,209,0.1%,"8,458"
9,10,Brimstone,0.88, 12.8  /  14.5  /  6.8 ,50.8%,4.1%,190,0.1%,"7,560"
10,11,Yoru,0.87, 13  /  14.9  /  4.2 ,46.9%,4.1%,190,0.1%,"7,499"
11,12,Viper,0.85, 12.3  /  14.5  /  5.1 ,47.5%,3.9%,182,0.1%,"7,255"
12,13,Skye,0.82, 11.9  /  14.6  /  7.5 ,49.9%,3.9%,177,0.1%,"7,225"
13,14,Neon,0.88, 13.5  /  15.4  /  4.1 ,48.4%,3.8%,198,0.1%,"7,064"
14,15,KAY/O,0.8, 11.9  /  15  /  7.6 ,48.2%,3.6%,179,0.1%,"6,668"
15,16,Cypher,0.89, 12.5  /  14.1  /  5.1 ,49.6%,3.0%,180,0.2%,"5,477"
16,17,Chamber,0.94, 13.8  /  14.7  /  3.5 ,47.4%,2.2%,196,0.1%,"4,082"
17,18,Breach,0.84, 12.6  /  15  /  5.7 ,50.1%,1.6%,185,0.1%,"2,998"
18,19,Harbor,0.81, 12  /  14.8  /  5.2 ,46.7%,1.2%,176,0.1%,"2,160"
19,20,Astra,0.9, 13.2  /  14.6  /  5.4 ,45.6%,0.8%,189,0.1%,"1,407"
