,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.82, 11.8  /  14.5  /  6.6 ,49.8%,11.3%,172,0.1%,"340,599"
1,2,Reyna,1.06, 15.9  /  14.9  /  4.7 ,49.9%,10.8%,229,0.2%,"324,747"
2,3,Omen,0.91, 13.4  /  14.8  /  5.6 ,49.0%,7.8%,193,0.1%,"234,673"
3,4,Raze,0.96, 14.6  /  15.2  /  5.3 ,50.3%,7.4%,222,0.2%,"221,493"
4,5,Jett,0.98, 14.9  /  15.2  /  4 ,48.9%,5.7%,216,0.2%,"172,291"
5,6,Skye,0.84, 12.3  /  14.6  /  7.6 ,49.6%,5.7%,180,0.1%,"170,419"
6,7,Gekko,0.84, 12.4  /  14.8  /  4.8 ,49.3%,5.1%,178,0.1%,"151,705"
7,8,Deadlock,0.9, 13.2  /  14.7  /  4 ,49.1%,4.9%,194,0.1%,"145,781"
8,9,Killjoy,0.9, 12.6  /  14  /  4 ,50.3%,4.7%,185,0.1%,"140,488"
9,10,Brimstone,0.9, 13.1  /  14.6  /  6.9 ,50.1%,4.1%,193,0.1%,"123,116"
10,11,Phoenix,0.97, 14.5  /  14.8  /  4.6 ,48.9%,3.9%,211,0.1%,"118,567"
11,12,Neon,0.91, 14.1  /  15.5  /  4.3 ,47.9%,3.4%,206,0.2%,"102,016"
12,13,Yoru,0.89, 13.5  /  15.1  /  4.3 ,46.5%,3.4%,195,0.1%,"100,601"
13,14,Fade,0.82, 12.2  /  14.8  /  6.2 ,48.5%,3.3%,178,0.1%,"98,070"
14,15,Sova,0.86, 12.6  /  14.7  /  5.3 ,48.0%,3.2%,185,0.1%,"96,975"
15,16,Viper,0.88, 12.8  /  14.5  /  5.3 ,48.5%,3.0%,188,0.1%,"89,127"
16,17,Chamber,0.98, 14.2  /  14.5  /  3.5 ,48.9%,2.7%,201,0.2%,"82,040"
17,18,KAY/O,0.81, 12.3  /  15.1  /  8.2 ,46.3%,2.6%,184,0.1%,"78,495"
18,19,Cypher,0.91, 12.9  /  14.2  /  4.8 ,48.7%,2.6%,184,0.1%,"78,482"
19,20,Breach,0.88, 13.3  /  15.1  /  6 ,50.0%,2.3%,192,0.1%,"68,881"
20,21,Harbor,0.83, 12.4  /  15  /  5.5 ,46.5%,1.3%,179,0.1%,"38,400"
21,22,Astra,0.94, 13.5  /  14.3  /  5.2 ,49.5%,0.8%,193,0.1%,"24,764"
