,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Brimstone, 15  /  14.9  /  9.3 ,50.2%,13.1%,209,0.1%,"10,490",,Controller
1,2,Jett,1.1, 17.6  /  16  /  3.7 ,49.7%,12.7%,241,0.1%,"10,171",Duelist
2,3,Breach,0.95, 14.6  /  15.4  /  7.5 ,50.0%,11.0%,199,0.1%,"8,800",Initiator
3,4,Reyna,1.14, 17.8  /  15.6  /  4.4 ,50.6%,8.5%,244,0.1%,"6,808",Duelist
4,5,Killjoy,1.04, 14.9  /  14.4  /  3.9 ,49.6%,8.1%,205,0.2%,"6,526",Sentinel
5,6,Raze,1.07, 17.1  /  16  /  4.7 ,50.3%,7.6%,241,0.1%,"6,056",Duelist
6,7,Gekko,1, 14.9  /  14.9  /  5.2 ,51.4%,6.7%,199,0.1%,"5,365",Initiator
7,8,Cypher,0.99, 14.9  /  14.9  /  4.9 ,47.5%,5.7%,201,0.1%,"4,566",Sentinel
8,9,Sage,0.97, 14.4  /  14.8  /  6.9 ,50.7%,4.5%,198,0.1%,"3,595",Sentinel
9,10,Viper,1.02, 15.1  /  14.8  /  5.9 ,49.5%,3.5%,208,0.2%,"2,834",Controller
10,11,Fade,0.98, 14.7  /  15.1  /  6.3 ,47.5%,3.4%,202,0.1%,"2,700",Initiator
11,12,KAY/O,0.92, 14.4  /  15.6  /  9.4 ,45.1%,2.6%,204,0.1%,"2,068",Initiator
12,13,Chamber,1.1, 16.7  /  15.1  /  2.9 ,48.3%,2.5%,223,0.1%,"2,014",Sentinel
13,14,Neon,1.01, 16.8  /  16.7  /  4.4 ,48.2%,2.5%,233,0.1%,"1,984",Duelist
14,15,Skye,0.92, 14.2  /  15.3  /  7.3 ,46.9%,1.7%,195,0.1%,"1,367",Initiator
15,16,Phoenix,1.13, 17.6  /  15.6  /  4.8 ,52.7%,1.5%,242,0.1%,"1,222",Duelist
16,17,Omen,0.95, 14.6  /  15.4  /  7.1 ,40.6%,1.5%,202,0.1%,"1,197",Controller
17,18,Astra,1.08, 15.7  /  14.5  /  6.7 ,49.7%,0.9%,213,0.2%,759,Controller
18,19,Yoru,1.02, 16  /  15.6  /  4.3 ,44.8%,0.8%,221,0.1%,677,Duelist
19,20,Harbor,0.94, 14.1  /  15  /  6.4 ,48.1%,0.8%,193,0.2%,630,Controller
20,21,Sova,0.96, 14.4  /  15  /  5.8 ,47.5%,0.5%,202,0.2%,373,Initiator
